Date,Generated (kWh),Efficiency,System Name,Location,System Size (kW),Solar_Irradiance,Temperature_2m,Cloud_Cover
5/19/2024,2328,4.615613383,Pentaari,Greece,504.375,23.68,19.4,85
5/19/2024,266.204,1.053355492,Wannon Water,Australia,252.72,3.24,12.4,88
5/19/2024,61.945,0.573564815,Nugali,Brazil,108,2.74,16.1,89
5/20/2024,462.501,5.038137255,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,26.1,16.8,71
5/20/2024,663.985,2.627354384,Wannon Water,Australia,252.72,4.48,12.5,93
5/20/2024,2884,5.717967782,Pentaari,Greece,504.375,25.01,19.8,62
5/20/2024,283.014,4.354061538,Feuerwehr,Switzerland,65,25.37,16.2,64
5/20/2024,2790.82,5.503490436,siris-D-500kW,Greece,507.1,23.5,18.6,62
5/20/2024,521.782,4.638062222,DeCrescent 178kW PV,United States,112.5,11.17,23.9,99
5/20/2024,1556.683,3.709656126,MAWC,Maldives,419.63,18.3,28.8,99
5/20/2024,217.635,2.015138889,Nugali,Brazil,108,16.26,16.9,1
5/20/2024,1625.45,3.261205409,Schipper Power- Three,Netherlands,498.42,18.95,16.3,48
5/21/2024,2833.88,5.588404654,siris-D-500kW,Greece,507.1,26.06,18.5,21
5/21/2024,404.769,1.601650047,Wannon Water,Australia,252.72,5.6,12,88
5/21/2024,1998.3,4.009269291,Schipper Power- Three,Netherlands,498.42,20.97,17.8,81
5/21/2024,84.171,1.294938462,Feuerwehr,Switzerland,65,8.56,13.7,98
5/21/2024,2975,5.898389095,Pentaari,Greece,504.375,25.95,19.1,23
5/21/2024,439.387,3.905662222,DeCrescent 178kW PV,United States,112.5,16.73,25,97
5/21/2024,101.281,1.103278867,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,13.99,16.4,97
5/21/2024,230.171,2.131212963,Nugali,Brazil,108,13.22,17.8,20
5/21/2024,1457.823,3.474067631,MAWC,Maldives,419.63,22.26,29,73
5/22/2024,3196.192,6.302883061,siris-D-500kW,Greece,507.1,27.61,18.6,6
5/22/2024,952.21,1.910457044,Schipper Power- Three,Netherlands,498.42,16.17,16.1,96
5/22/2024,192.774,2.965753846,Feuerwehr,Switzerland,65,20.71,14.2,56
5/22/2024,520.954,4.630702222,DeCrescent 178kW PV,United States,112.5,17.52,25.2,88
5/22/2024,282.8,2.618518519,Nugali,Brazil,108,14.36,20.3,75
5/22/2024,3122,6.18983891,Pentaari,Greece,504.375,26.28,18.2,12
5/22/2024,284.204,3.095904139,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,20.1,15.7,89
5/22/2024,423.592,1.009441651,MAWC,Maldives,419.63,10.71,27.9,100
5/22/2024,594.326,2.351717316,Wannon Water,Australia,252.72,7.32,11.3,69
5/23/2024,74.571,1.147246154,Feuerwehr,Switzerland,65,8.04,12,82
5/23/2024,3191,6.326641884,Pentaari,Greece,504.375,28.89,16.2,17
5/23/2024,513.059,2.03014799,Wannon Water,Australia,252.72,8.81,10.4,80
5/23/2024,344.132,3.186407407,Nugali,Brazil,108,14.15,22.8,67
5/23/2024,405.305,3.602711111,DeCrescent 178kW PV,United States,112.5,17.55,25.5,99
5/23/2024,261.235,2.845697168,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,22.9,14.7,68
5/23/2024,1168.588,2.784805662,MAWC,Maldives,419.63,10.88,27.8,100
5/23/2024,1633.83,3.278018539,Schipper Power- Three,Netherlands,498.42,22.24,15.4,47
5/23/2024,3330.838,6.568404654,siris-D-500kW,Greece,507.1,25.09,19.7,27
5/24/2024,139.821,1.294638889,Nugali,Brazil,108,5.86,22.3,72
5/24/2024,1073.43,2.153665583,Schipper Power- Three,Netherlands,498.42,15.12,15.5,86
5/24/2024,418.997,1.657949509,Wannon Water,Australia,252.72,2.35,11.4,100
5/24/2024,217.812,3.350953846,Feuerwehr,Switzerland,65,21.72,12.5,55
5/24/2024,1009.07,2.404666015,MAWC,Maldives,419.63,17.24,28,100
5/24/2024,3168,6.281040892,Pentaari,Greece,504.375,27.93,16.9,8
5/24/2024,432.77,4.714270153,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,24.91,15.1,69
5/24/2024,568.705,5.055155556,DeCrescent 178kW PV,United States,112.5,17.43,25.9,95
5/24/2024,3354.926,6.615906133,siris-D-500kW,Greece,507.1,27.2,20,6
5/25/2024,3195.626,6.30176691,siris-D-500kW,Greece,507.1,25.9,20,49
5/25/2024,2841,5.632713755,Pentaari,Greece,504.375,23.43,16.7,87
5/25/2024,490.631,4.361164444,DeCrescent 178kW PV,United States,112.5,8.65,23.8,99
5/25/2024,372.257,4.055087146,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,22.66,15.5,81
5/25/2024,875.465,3.464169832,Wannon Water,Australia,252.72,9.57,10.1,49
5/25/2024,436.619,4.042768519,Nugali,Brazil,108,14.43,16.1,49
5/25/2024,1354.34,2.717266562,Schipper Power- Three,Netherlands,498.42,18.95,16,74
5/25/2024,1742.355,4.152122108,MAWC,Maldives,419.63,18.21,28.2,100
5/25/2024,271.023,4.169584615,Feuerwehr,Switzerland,65,24.12,13.7,50
5/26/2024,1584.58,3.179206292,Schipper Power- Three,Netherlands,498.42,18.07,16,65
5/26/2024,148.78,1.377592593,Nugali,Brazil,108,5.14,15.4,99
5/26/2024,288.953,3.147636166,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,22.46,15.3,69
5/26/2024,893.655,3.536146724,Wannon Water,Australia,252.72,10.07,9.9,42
5/26/2024,1494.841,3.56228344,MAWC,Maldives,419.63,21.99,28.9,93
5/26/2024,258.369,3.974907692,Feuerwehr,Switzerland,65,23.7,15.2,64
5/26/2024,3152.423,6.216570696,siris-D-500kW,Greece,507.1,23.34,19.5,44
5/26/2024,518.985,4.6132,DeCrescent 178kW PV,United States,112.5,12.79,24.6,93
5/26/2024,3026,5.999504337,Pentaari,Greece,504.375,24.31,17.2,76
5/27/2024,1500.06,3.009630432,Schipper Power- Three,Netherlands,498.42,20.8,14.6,82
5/27/2024,884.868,3.501377018,Wannon Water,Australia,252.72,10.26,11.6,2
5/27/2024,1303.899,3.107258776,MAWC,Maldives,419.63,18.23,28,100
5/27/2024,74.507,0.68987963,Nugali,Brazil,108,2.74,16.5,96
5/27/2024,389.681,4.244891068,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,24.18,16.1,78
5/27/2024,2988,5.924163569,Pentaari,Greece,504.375,25.24,17.5,58
5/27/2024,3348.363,6.602963912,siris-D-500kW,Greece,507.1,27.1,19.4,50
5/27/2024,110.697,1.703030769,Feuerwehr,Switzerland,65,17.51,15.9,96
5/27/2024,210.262,1.868995556,DeCrescent 178kW PV,United States,112.5,18.69,25.4,94
5/28/2024,1057.864,2.520944642,MAWC,Maldives,419.63,11.57,28.4,100
5/28/2024,1769.83,3.550880783,Schipper Power- Three,Netherlands,498.42,20.82,14,68
5/28/2024,277.554,4.270061538,Feuerwehr,Switzerland,65,22.55,14.3,69
5/28/2024,3171,6.286988848,Pentaari,Greece,504.375,25.49,16.4,24
5/28/2024,203.83,2.22037037,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,15.78,15.5,86
5/28/2024,2806.189,5.533798067,siris-D-500kW,Greece,507.1,25.89,18.1,10
5/28/2024,467.96,4.332962963,Nugali,Brazil,108,15.07,15.4,15
5/28/2024,860.014,3.403031022,Wannon Water,Australia,252.72,10.05,13.8,4
5/28/2024,57.45,0.510666667,DeCrescent 178kW PV,United States,112.5,17.67,24.5,93
5/29/2024,138.243,2.126815385,Feuerwehr,Switzerland,65,11.71,13.4,99
5/29/2024,441.533,4.809727669,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,23.71,16.2,73
5/29/2024,478.113,4.426972222,Nugali,Brazil,108,14.85,15.8,6
5/29/2024,2950,5.8488228,Pentaari,Greece,504.375,20.33,15.3,62
5/29/2024,819.22,3.241611269,Wannon Water,Australia,252.72,10.13,13.3,68
5/29/2024,1430.34,2.869748405,Schipper Power- Three,Netherlands,498.42,19.88,15.1,67
5/29/2024,3035.321,5.985645829,siris-D-500kW,Greece,507.1,26.62,18.6,11
5/29/2024,913.337,2.176529323,MAWC,Maldives,419.63,16.27,29.1,100
5/30/2024,154.122,2.371107692,Feuerwehr,Switzerland,65,17.7,14.7,84
5/30/2024,3253.784,6.416454348,siris-D-500kW,Greece,507.1,25.72,19.7,26
5/30/2024,3134,6.213630731,Pentaari,Greece,504.375,24.81,15.8,28
5/30/2024,310.313,3.380315904,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,15.95,15.1,96
5/30/2024,451.463,4.180212963,Nugali,Brazil,108,14.82,15.3,9
5/30/2024,88.566,0.350451092,Wannon Water,Australia,252.72,2.5,15.2,83
5/30/2024,1844.75,3.701195779,Schipper Power- Three,Netherlands,498.42,21.85,14.2,65
5/30/2024,1387.684,3.306922765,MAWC,Maldives,419.63,10.11,29.6,100
5/31/2024,38.616,0.594092308,Feuerwehr,Switzerland,65,5.61,10.9,100
5/31/2024,1732.1,3.475181574,Schipper Power- Three,Netherlands,498.42,22.69,15.1,63
5/31/2024,2909,5.767534077,Pentaari,Greece,504.375,26.12,17.5,70
5/31/2024,150.601,1.338675556,DeCrescent 178kW PV,United States,112.5,13.32,24.6,86
5/31/2024,1060.494,2.527212068,MAWC,Maldives,419.63,24.09,29.5,82
5/31/2024,3111.51,6.135890357,siris-D-500kW,Greece,507.1,25.44,20.1,54
5/31/2024,624.655,2.471727604,Wannon Water,Australia,252.72,8.25,12.7,31
5/31/2024,15.746,0.145796296,Nugali,Brazil,108,12.51,15.4,58
5/31/2024,113.409,1.235392157,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,8.81,13.9,97
6/1/2024,3179,6.302850062,Pentaari,Greece,504.375,27.15,19.7,12
6/1/2024,549.466,4.884142222,DeCrescent 178kW PV,United States,112.5,22.28,26,76
6/1/2024,2017.444,4.807673427,MAWC,Maldives,419.63,22.1,29.2,93
6/1/2024,191.955,2.091013072,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,8.94,12.4,93
6/1/2024,561.11,1.125777457,Schipper Power- Three,Netherlands,498.42,11.32,16.3,98
6/1/2024,3292.5,6.492802209,siris-D-500kW,Greece,507.1,27.59,21.5,3
6/1/2024,454.413,1.798088794,Wannon Water,Australia,252.72,7.91,10.3,49
6/1/2024,89.214,1.372523077,Feuerwehr,Switzerland,65,10.37,12.5,100
6/2/2024,380.948,1.50739158,Wannon Water,Australia,252.72,4.47,10.3,83
6/2/2024,951.21,1.908450704,Schipper Power- Three,Netherlands,498.42,20.21,14.7,94
6/2/2024,2915.855,5.75005916,siris-D-500kW,Greece,507.1,26.6,24.3,19
6/2/2024,3091,6.128376704,Pentaari,Greece,504.375,27.09,21.7,40
6/2/2024,1705.329,4.063887234,MAWC,Maldives,419.63,21.28,29.4,97
6/2/2024,473.999,4.213324444,DeCrescent 178kW PV,United States,112.5,22.88,26.4,61
6/2/2024,352.209,3.836699346,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,21.96,16.3,88
6/2/2024,114.318,1.758738462,Feuerwehr,Switzerland,65,13.38,14.3,93
6/3/2024,176.786,1.92577342,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,15.95,15.6,98
6/3/2024,542.219,4.819724444,DeCrescent 178kW PV,United States,112.5,20.72,26.6,98
6/3/2024,2120,4.203221809,Pentaari,Greece,504.375,25.32,22.1,56
6/3/2024,317.73,2.941944444,Nugali,Brazil,108,12.3,18.8,74
6/3/2024,2746.804,5.416690988,siris-D-500kW,Greece,507.1,27.74,25.4,42
6/3/2024,1985.485,4.731513476,MAWC,Maldives,419.63,22.8,29,94
6/3/2024,268.608,1.062867996,Wannon Water,Australia,252.72,4.81,9.6,87
6/3/2024,1355.82,2.720235946,Schipper Power- Three,Netherlands,498.42,14.99,14.3,99
6/3/2024,60.639,0.932907692,Feuerwehr,Switzerland,65,13.6,15.1,91
6/4/2024,144.256,1.335703704,Nugali,Brazil,108,5.21,15.5,100
6/4/2024,323.605,1.280488287,Wannon Water,Australia,252.72,6.34,9.6,98
6/4/2024,2708,5.369021066,Pentaari,Greece,504.375,29.83,20.7,26
6/4/2024,494.988,4.399893333,DeCrescent 178kW PV,United States,112.5,16.24,24.5,93
6/4/2024,270.684,4.164369231,Feuerwehr,Switzerland,65,23.28,16.8,60
6/4/2024,3228.518,6.366629856,siris-D-500kW,Greece,507.1,28.09,27.1,23
6/4/2024,1318.56,2.645479716,Schipper Power- Three,Netherlands,498.42,16.88,15.7,96
6/4/2024,2098.369,5.000521888,MAWC,Maldives,419.63,23.89,29,70
6/4/2024,416.857,4.540925926,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,23.64,17.4,89
6/5/2024,2509.56,5.035030697,Schipper Power- Three,Netherlands,498.42,27.4,13.1,43
6/5/2024,604.567,2.392240424,Wannon Water,Australia,252.72,7.84,10,67
6/5/2024,2926,5.801239157,Pentaari,Greece,504.375,21.68,19.8,80
6/5/2024,237.717,2.201083333,Nugali,Brazil,108,12.81,17.5,36
6/5/2024,1420.306,3.384662679,MAWC,Maldives,419.63,24,29.4,44
6/5/2024,3180.801,6.272532045,siris-D-500kW,Greece,507.1,28.09,26.5,30
6/5/2024,520.83,4.6296,DeCrescent 178kW PV,United States,112.5,17.79,25.4,80
6/5/2024,222.201,3.418476923,Feuerwehr,Switzerland,65,23.85,17.8,46
6/5/2024,439.091,4.783126362,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,25.77,17.7,46
6/6/2024,2762,5.476084263,Pentaari,Greece,504.375,27.26,21.4,22
6/6/2024,368.017,1.45622428,Wannon Water,Australia,252.72,7.12,13,52
6/6/2024,478.389,5.21120915,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,25.49,19,58
6/6/2024,1842.96,3.69760443,Schipper Power- Three,Netherlands,498.42,21.88,13,62
6/6/2024,2705.455,5.335150858,siris-D-500kW,Greece,507.1,24.09,25.4,61
6/6/2024,238.77,3.673384615,Feuerwehr,Switzerland,65,21.32,18.2,74
6/6/2024,1833.685,4.369766223,MAWC,Maldives,419.63,24.06,28.9,40
6/6/2024,337.543,3.125398148,Nugali,Brazil,108,12.98,19.9,48
6/6/2024,179.736,1.597653333,DeCrescent 178kW PV,United States,112.5,11.52,24,92
6/7/2024,2023.06,4.05894627,Schipper Power- Three,Netherlands,498.42,24.57,13.2,35
6/7/2024,620.988,1.479846531,MAWC,Maldives,419.63,19.77,28.4,97
6/7/2024,354.048,3.856732026,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,25.21,19.4,68
6/7/2024,3029.483,5.974133307,siris-D-500kW,Greece,507.1,25.39,25.3,24
6/7/2024,215.829,3.320446154,Feuerwehr,Switzerland,65,21.83,18.7,66
6/7/2024,382.871,3.545101852,Nugali,Brazil,108,13.76,21.6,8
6/7/2024,301.076,1.191342197,Wannon Water,Australia,252.72,8.13,11.3,47
6/7/2024,388.819,3.456168889,DeCrescent 178kW PV,United States,112.5,18.44,25.5,89
6/7/2024,3073,6.092688971,Pentaari,Greece,504.375,26.77,22.4,9
6/8/2024,415.848,4.529934641,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,25.27,20.5,88
6/8/2024,3091,6.128376704,Pentaari,Greece,504.375,27.5,24.2,10
6/8/2024,163.989,2.522907692,Feuerwehr,Switzerland,65,16.28,18.7,89
6/8/2024,403.65,1.597222222,Wannon Water,Australia,252.72,6.83,10.2,84
6/8/2024,2970.258,5.857341747,siris-D-500kW,Greece,507.1,26.49,25.5,12
6/8/2024,1608.86,3.227920228,Schipper Power- Three,Netherlands,498.42,21.29,13.5,59
6/8/2024,355.223,3.157537778,DeCrescent 178kW PV,United States,112.5,12.18,24.6,98
6/8/2024,1769.416,4.216609871,MAWC,Maldives,419.63,19.38,28.6,87
6/8/2024,358.177,3.316453704,Nugali,Brazil,108,14.03,21.1,34
6/9/2024,3044,6.035192069,Pentaari,Greece,504.375,29,24.2,23
6/9/2024,287.484,3.131633987,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,22.21,20.5,90
6/9/2024,2696.614,5.317716427,siris-D-500kW,Greece,507.1,27.31,25.3,19
6/9/2024,129.483,1.992046154,Feuerwehr,Switzerland,65,14.75,17.8,97
6/9/2024,2106.33,4.226014205,Schipper Power- Three,Netherlands,498.42,24.21,12.8,41
6/9/2024,1514.245,3.608524176,MAWC,Maldives,419.63,18.15,29,100
6/9/2024,377.337,3.493861111,Nugali,Brazil,108,13.06,20.2,58
6/9/2024,557.494,2.205974992,Wannon Water,Australia,252.72,7.31,11.1,52
6/9/2024,278.398,2.474648889,DeCrescent 178kW PV,United States,112.5,18.51,24.7,81
6/10/2024,450.01,1.78066635,Wannon Water,Australia,252.72,6.6,9.4,75
6/10/2024,262.329,4.035830769,Feuerwehr,Switzerland,65,24.34,16.6,52
6/10/2024,2874.507,5.668521002,siris-D-500kW,Greece,507.1,28.02,26.2,50
6/10/2024,212.164,2.311154684,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,19.67,18.8,92
6/10/2024,1781.51,4.245430498,MAWC,Maldives,419.63,22.02,29.2,87
6/10/2024,2672,5.297645601,Pentaari,Greece,504.375,28.14,24.7,38
6/10/2024,374.297,3.465712963,Nugali,Brazil,108,13.93,21.8,48
6/10/2024,661.8,1.327795835,Schipper Power- Three,Netherlands,498.42,8.37,11.6,97
6/10/2024,273.827,2.434017778,DeCrescent 178kW PV,United States,112.5,15.57,25.1,96
6/11/2024,127.037,1.383845316,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,7.15,14.4,99
6/11/2024,352.852,3.267148148,Nugali,Brazil,108,12.97,22.1,31
6/11/2024,2257.13,4.528570282,Schipper Power- Three,Netherlands,498.42,24.6,12,44
6/11/2024,217.94,1.937244444,DeCrescent 178kW PV,United States,112.5,12.96,23.8,86
6/11/2024,2919,5.787360595,Pentaari,Greece,504.375,29.27,23.6,46
6/11/2024,388.205,1.536107154,Wannon Water,Australia,252.72,5.36,13.6,82
6/11/2024,1593.281,3.796871053,MAWC,Maldives,419.63,21.63,29,76
6/11/2024,82.758,1.2732,Feuerwehr,Switzerland,65,6.43,11.8,99
6/11/2024,2988.301,5.8929225,siris-D-500kW,Greece,507.1,28.36,27.9,31
6/12/2024,292.404,4.498523077,Feuerwehr,Switzerland,65,26.12,13.2,34
6/12/2024,2971,5.890458488,Pentaari,Greece,504.375,29.29,24.7,52
6/12/2024,396.827,3.674324074,Nugali,Brazil,108,11.21,21,63
6/12/2024,244.038,0.965645774,Wannon Water,Australia,252.72,3.71,11.6,82
6/12/2024,412.855,3.669822222,DeCrescent 178kW PV,United States,112.5,21.52,25.3,68
6/12/2024,1898.068,4.523194243,MAWC,Maldives,419.63,21.83,29.1,87
6/12/2024,1868.05,3.747943501,Schipper Power- Three,Netherlands,498.42,19.9,11.4,89
6/12/2024,3178.397,6.267791363,siris-D-500kW,Greece,507.1,28.33,27.8,37
6/12/2024,70.511,0.768093682,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,6.82,13.2,100
6/13/2024,1990.887,3.926024453,siris-D-500kW,Greece,507.1,22.56,27.1,81
6/13/2024,387.661,3.589453704,Nugali,Brazil,108,12.72,20.3,70
6/13/2024,1832.67,3.676959191,Schipper Power- Three,Netherlands,498.42,19.92,13.4,92
6/13/2024,191.131,0.756295505,Wannon Water,Australia,252.72,2.16,9.8,100
6/13/2024,302.451,4.653092308,Feuerwehr,Switzerland,65,25.4,14.2,59
6/13/2024,157.239,1.712843137,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,10.17,12.6,82
6/13/2024,532.118,4.729937778,DeCrescent 178kW PV,United States,112.5,19.53,25.6,82
6/13/2024,1699,3.368525403,Pentaari,Greece,504.375,23.94,24.4,83
6/13/2024,1904.948,4.539589638,MAWC,Maldives,419.63,22.17,29.1,100
6/14/2024,162.195,2.495307692,Feuerwehr,Switzerland,65,12.77,15.2,84
6/14/2024,1022.36,2.051201798,Schipper Power- Three,Netherlands,498.42,13.77,14.8,95
6/14/2024,371.195,3.299511111,DeCrescent 178kW PV,United States,112.5,13.32,23.9,99
6/14/2024,3107,6.160099133,Pentaari,Greece,504.375,30.18,21.9,26
6/14/2024,367.468,3.402481481,Nugali,Brazil,108,13.98,20.1,34
6/14/2024,331.053,1.309959639,Wannon Water,Australia,252.72,5.51,9.7,96
6/14/2024,343.183,3.738376906,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,21.3,14.4,72
6/14/2024,3120.094,6.152817985,siris-D-500kW,Greece,507.1,27.49,25,38
6/14/2024,898.565,2.141326883,MAWC,Maldives,419.63,21.87,29.1,75
6/15/2024,445.146,4.849084967,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,24.34,16.8,68
6/15/2024,3258.253,6.425267206,siris-D-500kW,Greece,507.1,28.72,22.8,5
6/15/2024,221.583,3.408969231,Feuerwehr,Switzerland,65,16.96,15.7,79
6/15/2024,819.536,1.952996688,MAWC,Maldives,419.63,18.85,28.4,93
6/15/2024,1185.01,2.377533004,Schipper Power- Three,Netherlands,498.42,20.22,14.1,74
6/15/2024,584.111,2.311297088,Wannon Water,Australia,252.72,7.32,9.8,27
6/15/2024,380.567,3.523768519,Nugali,Brazil,108,13.42,22.6,10
6/15/2024,3147,6.239405204,Pentaari,Greece,504.375,29.34,21.6,6
6/15/2024,586.858,5.216515556,DeCrescent 178kW PV,United States,112.5,13.59,24,100
6/16/2024,1811.31,3.634103768,Schipper Power- Three,Netherlands,498.42,20.93,14.3,55
6/16/2024,209.372,1.93862963,Nugali,Brazil,108,10.26,21.1,58
6/16/2024,530.063,4.711671111,DeCrescent 178kW PV,United States,112.5,15.08,24.7,73
6/16/2024,3282.481,6.473044764,siris-D-500kW,Greece,507.1,27.26,24,7
6/16/2024,499.485,1.190298596,MAWC,Maldives,419.63,22.88,29,67
6/16/2024,261.799,2.851840959,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,21.6,17.2,52
6/16/2024,282.57,4.347230769,Feuerwehr,Switzerland,65,24.13,16.6,63
6/16/2024,496.764,1.965669516,Wannon Water,Australia,252.72,6.82,11.3,55
6/16/2024,3156,6.257249071,Pentaari,Greece,504.375,29.14,23.1,17
6/17/2024,3100,6.14622057,Pentaari,Greece,504.375,23.9,22.7,58
6/17/2024,1566.839,3.733858399,MAWC,Maldives,419.63,22.17,28.6,27
6/17/2024,3150.851,6.213470716,siris-D-500kW,Greece,507.1,26.22,26.2,30
6/17/2024,165.108,2.540123077,Feuerwehr,Switzerland,65,20.6,17.8,88
6/17/2024,2345.62,4.706111312,Schipper Power- Three,Netherlands,498.42,26.16,15.5,55
6/17/2024,155.554,1.440314815,Nugali,Brazil,108,2.91,20.6,82
6/17/2024,450.867,4.911405229,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,26.29,18.9,51
6/17/2024,260.902,1.032375752,Wannon Water,Australia,252.72,5.47,11.2,63
6/17/2024,460.082,4.089617778,DeCrescent 178kW PV,United States,112.5,21.83,25.5,59
6/18/2024,395.981,1.566876385,Wannon Water,Australia,252.72,7.72,8.5,55
6/18/2024,3044,6.035192069,Pentaari,Greece,504.375,27.59,25,10
6/18/2024,310.414,2.874203704,Nugali,Brazil,108,11.73,20.7,18
6/18/2024,473.288,4.207004444,DeCrescent 178kW PV,United States,112.5,21,25.5,69
6/18/2024,1942.198,4.628358316,MAWC,Maldives,419.63,22,29.4,80
6/18/2024,285.048,4.385353846,Feuerwehr,Switzerland,65,26.67,20.8,77
6/18/2024,834.95,1.675193612,Schipper Power- Three,Netherlands,498.42,10.11,15,99
6/18/2024,470.951,5.130185185,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,27.59,20.5,44
6/18/2024,3177.949,6.266907908,siris-D-500kW,Greece,507.1,25.59,27.3,23
6/19/2024,436.338,4.753137255,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,28.29,22,42
6/19/2024,3044,6.035192069,Pentaari,Greece,504.375,28.23,26.5,8
6/19/2024,1916.857,4.567969402,MAWC,Maldives,419.63,22.95,29.3,96
6/19/2024,2797.96,5.613659163,Schipper Power- Three,Netherlands,498.42,27.19,14.9,34
6/19/2024,3174.908,6.260911063,siris-D-500kW,Greece,507.1,26.97,27.9,5
6/19/2024,299.976,4.615015385,Feuerwehr,Switzerland,65,26.6,22.3,27
6/19/2024,302.326,2.799314815,Nugali,Brazil,108,9.46,20.5,37
6/19/2024,449.839,3.998568889,DeCrescent 178kW PV,United States,112.5,18.82,24.9,93
6/19/2024,738.882,2.923717949,Wannon Water,Australia,252.72,7.87,6.6,37
6/20/2024,175.874,1.628462963,Nugali,Brazil,108,6.8,19.8,78
6/20/2024,134.925,2.075769231,Feuerwehr,Switzerland,65,15.97,21.1,89
6/20/2024,1740.2,3.491432928,Schipper Power- Three,Netherlands,498.42,17.55,14.8,74
6/20/2024,1973.43,4.702785787,MAWC,Maldives,419.63,20.98,29.7,98
6/20/2024,376.308,4.099215686,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,25.85,22.9,52
6/20/2024,3003,5.953903346,Pentaari,Greece,504.375,30.03,27.7,9
6/20/2024,3127.77,6.167955038,siris-D-500kW,Greece,507.1,27.96,28.5,5
6/20/2024,426.322,3.789528889,DeCrescent 178kW PV,United States,112.5,15.25,23.6,88
6/20/2024,93.592,0.370338715,Wannon Water,Australia,252.72,3.07,8.7,93
6/21/2024,248.394,2.299944444,Nugali,Brazil,108,9.92,20,75
6/21/2024,243.558,2.653137255,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,20.68,23,77
6/21/2024,47.544,0.731446154,Feuerwehr,Switzerland,65,11.73,18.6,93
6/21/2024,967.54,1.941214237,Schipper Power- Three,Netherlands,498.42,11.53,15.6,95
6/21/2024,2931,5.811152416,Pentaari,Greece,504.375,28.9,27.6,9
6/21/2024,489.078,1.93525641,Wannon Water,Australia,252.72,8.23,9.9,37
6/21/2024,313.02,2.7824,DeCrescent 178kW PV,United States,112.5,18.04,24.6,82
6/21/2024,2903.658,5.726006705,siris-D-500kW,Greece,507.1,27.39,28.9,14
6/21/2024,725.981,1.730050282,MAWC,Maldives,419.63,21.1,28.2,98
6/22/2024,338.757,3.136638889,Nugali,Brazil,108,12.64,20.4,53
6/22/2024,194.284,1.726968889,DeCrescent 178kW PV,United States,112.5,17.2,24.4,91
6/22/2024,3139.562,6.191208835,siris-D-500kW,Greece,507.1,27.57,27.4,23
6/22/2024,450.236,4.90453159,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,25.84,21.4,37
6/22/2024,473.356,1.873045267,Wannon Water,Australia,252.72,5.32,9.9,82
6/22/2024,676.304,1.611667421,MAWC,Maldives,419.63,15.94,27.6,100
6/22/2024,96.66,1.487076923,Feuerwehr,Switzerland,65,14.03,15.3,78
6/22/2024,2963,5.874597274,Pentaari,Greece,504.375,26.33,27.5,23
6/22/2024,2041.49,4.095923117,Schipper Power- Three,Netherlands,498.42,24.34,16.1,42
6/23/2024,2922,5.79330855,Pentaari,Greece,504.375,23.88,27.1,27
6/23/2024,971.695,2.315599457,MAWC,Maldives,419.63,17.61,28,100
6/23/2024,304.313,2.817712963,Nugali,Brazil,108,12.87,23.3,39
6/23/2024,349.096,3.103075556,DeCrescent 178kW PV,United States,112.5,12.73,24.3,96
6/23/2024,3169.347,6.249944784,siris-D-500kW,Greece,507.1,28.14,26.8,19
6/23/2024,266.172,2.899477124,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,21.74,19.9,82
6/23/2024,2512.62,5.041170098,Schipper Power- Three,Netherlands,498.42,25.9,17.5,27
6/23/2024,129.954,1.999292308,Feuerwehr,Switzerland,65,17.6,15.7,78
6/23/2024,730.247,2.889549699,Wannon Water,Australia,252.72,9.19,8,42
