Date,Generated (kWh),Efficiency,System Name,Location,System Size (kW),Solar_Irradiance,Temperature_2m,Cloud_Cover
9/20/2024,1013.111,4.008827952,Wannon Water,Australia,252.72,13.15,11.1,83
9/20/2024,503.453,4.475137778,DeCrescent 178kW PV,United States,112.5,20.07,26.2,96
9/20/2024,252,0.499628253,Pentaari,Greece,504.375,15.78,15.4,62
9/20/2024,118.731,1.099361111,Nugali,Brazil,108,6.83,20.1,100
9/20/2024,201.663,3.102507692,Feuerwehr,Switzerland,65,16.88,14.3,9
9/20/2024,270.481,2.946416122,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,16.3,14.3,60
9/20/2024,2567.08,5.062275685,siris-D-500kW,Greece,507.1,16.54,18.6,41
9/20/2024,1033.816,2.463637014,MAWC,Maldives,419.63,25.32,27.8,49
9/20/2024,1397.1,2.803057662,Schipper Power- Three,Netherlands,498.42,15.63,17.6,4
9/21/2024,517.572,4.792333333,Nugali,Brazil,108,13.15,20.3,78
9/21/2024,2088,4.139776952,Pentaari,Greece,504.375,17.49,15.3,24
9/21/2024,775.126,3.067133587,Wannon Water,Australia,252.72,10.27,11.8,95
9/21/2024,197.169,3.033369231,Feuerwehr,Switzerland,65,17.09,15.3,8
9/21/2024,1358.1,2.724810401,Schipper Power- Three,Netherlands,498.42,15.29,17.4,9
9/21/2024,2847.967,5.616184185,siris-D-500kW,Greece,507.1,17.2,18.4,24
9/21/2024,605.876,5.385564444,DeCrescent 178kW PV,United States,112.5,23.6,26.6,68
9/21/2024,258.569,2.816655773,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,15.13,14.8,50
9/21/2024,377.482,0.899559135,MAWC,Maldives,419.63,20.85,26.8,97
9/22/2024,2979.65,5.875862749,siris-D-500kW,Greece,507.1,19.44,17.8,1
9/22/2024,1119.5,2.246097669,Schipper Power- Three,Netherlands,498.42,13.8,17.7,70
9/22/2024,506.025,4.685416667,Nugali,Brazil,108,19.15,22.1,72
9/22/2024,1247.059,2.971806115,MAWC,Maldives,419.63,12.27,26.6,100
9/22/2024,159.687,2.456723077,Feuerwehr,Switzerland,65,12.79,15.1,89
9/22/2024,283.428,3.08745098,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,16.64,13.9,81
9/22/2024,2880,5.710037175,Pentaari,Greece,504.375,19.02,15.7,9
9/22/2024,996.435,3.94284188,Wannon Water,Australia,252.72,11.64,13,83
9/22/2024,555.164,4.934791111,DeCrescent 178kW PV,United States,112.5,20.56,25.5,96
9/23/2024,1916.68,4.567547601,MAWC,Maldives,419.63,21.99,27.7,90
9/23/2024,2991.297,5.898830605,siris-D-500kW,Greece,507.1,18.69,18.8,3
9/23/2024,396.984,3.675777778,Nugali,Brazil,108,20.4,23.2,94
9/23/2024,78.234,1.2036,Feuerwehr,Switzerland,65,7.8,14.8,96
9/23/2024,895.17,1.796015409,Schipper Power- Three,Netherlands,498.42,11.26,16.9,68
9/23/2024,287.729,3.134302832,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,16.08,14.8,71
9/23/2024,2863,5.676332094,Pentaari,Greece,504.375,17.42,16.3,55
9/23/2024,772.004,3.054779994,Wannon Water,Australia,252.72,5.48,13.1,94
9/23/2024,341.66,3.036977778,DeCrescent 178kW PV,United States,112.5,17.14,25.6,96
9/24/2024,381.154,3.529203704,Nugali,Brazil,108,20.46,22.4,77
9/24/2024,714.898,2.828814498,Wannon Water,Australia,252.72,8.92,14.2,100
9/24/2024,757.84,1.520484732,Schipper Power- Three,Netherlands,498.42,11.85,15,42
9/24/2024,2443.381,4.81834155,siris-D-500kW,Greece,507.1,18.18,19.5,51
9/24/2024,2359,4.677075589,Pentaari,Greece,504.375,12.68,16.2,85
9/24/2024,588.237,5.228773333,DeCrescent 178kW PV,United States,112.5,23.84,26.7,50
9/24/2024,164.835,2.535923077,Feuerwehr,Switzerland,65,15.21,14,35
9/24/2024,214.667,2.338420479,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,12.43,15.6,84
9/24/2024,1999.483,4.764871434,MAWC,Maldives,419.63,25.3,28.4,73
9/25/2024,607.44,1.218731191,Schipper Power- Three,Netherlands,498.42,7.02,14,92
9/25/2024,2877.881,5.675174522,siris-D-500kW,Greece,507.1,18.33,20.3,18
9/25/2024,335.327,1.326871637,Wannon Water,Australia,252.72,5.37,11.1,90
9/25/2024,236.824,2.579782135,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,14.76,15.2,66
9/25/2024,2672,5.297645601,Pentaari,Greece,504.375,17.13,16.7,37
9/25/2024,137.481,2.115092308,Feuerwehr,Switzerland,65,12.2,15.3,79
9/25/2024,116.303,1.033804444,DeCrescent 178kW PV,United States,112.5,23.5,27.6,59
9/25/2024,465.124,4.306703704,Nugali,Brazil,108,20.62,23,74
9/25/2024,1741.528,4.150151324,MAWC,Maldives,419.63,19.99,27.3,74
9/26/2024,222.227,2.42077342,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,10.76,16.5,97
9/26/2024,1159.714,4.588928458,Wannon Water,Australia,252.72,16.5,10.9,58
9/26/2024,98.649,0.87688,DeCrescent 178kW PV,United States,112.5,23.11,27.7,79
9/26/2024,189.577,1.755342593,Nugali,Brazil,108,10.54,22.9,99
9/26/2024,821.42,1.648047831,Schipper Power- Three,Netherlands,498.42,11.63,15.4,83
9/26/2024,645.482,1.538217001,MAWC,Maldives,419.63,8.31,26.9,100
9/26/2024,35.382,0.544338462,Feuerwehr,Switzerland,65,2.96,14.6,97
9/26/2024,2767,5.485997522,Pentaari,Greece,504.375,17.86,16.5,11
9/26/2024,2851.743,5.623630448,siris-D-500kW,Greece,507.1,17.66,21.3,18
9/27/2024,634.73,5.642044444,DeCrescent 178kW PV,United States,112.5,21.47,26.7,91
9/27/2024,54.273,0.834969231,Feuerwehr,Switzerland,65,8.83,13.8,57
9/27/2024,91.52,0.996949891,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,6.78,17.2,91
9/27/2024,511.075,1.217918166,MAWC,Maldives,419.63,20.34,28.3,84
9/27/2024,300.23,0.602363469,Schipper Power- Three,Netherlands,498.42,3.72,13,76
9/27/2024,2879.194,5.677763755,siris-D-500kW,Greece,507.1,17.9,21.6,2
9/27/2024,528.044,4.889296296,Nugali,Brazil,108,22.02,22.4,45
9/27/2024,1505.531,5.957308484,Wannon Water,Australia,252.72,22.13,10.5,32
9/27/2024,2774,5.499876084,Pentaari,Greece,504.375,19.13,17.1,0
9/28/2024,728.556,6.476053333,DeCrescent 178kW PV,United States,112.5,14.47,24.7,98
9/28/2024,57.833,0.629989107,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,3.58,13.1,99
9/28/2024,0.954,0.008833333,Nugali,Brazil,108,17.46,18.8,35
9/28/2024,1144.34,2.295935155,Schipper Power- Three,Netherlands,498.42,11.12,11.6,35
9/28/2024,2688,5.32936803,Pentaari,Greece,504.375,18.72,18.3,15
9/28/2024,2854.589,5.629242753,siris-D-500kW,Greece,507.1,17.69,21.7,0
9/28/2024,1287.409,5.094210984,Wannon Water,Australia,252.72,21.11,14.5,70
9/28/2024,61.227,0.941953846,Feuerwehr,Switzerland,65,4.13,10.2,77
9/28/2024,1652.26,3.937421061,MAWC,Maldives,419.63,20.32,27.8,78
9/29/2024,1973,3.911771995,Pentaari,Greece,504.375,17.66,16.7,21
9/29/2024,2055.149,4.052748965,siris-D-500kW,Greece,507.1,13.35,20.8,19
9/29/2024,1173.238,4.642442229,Wannon Water,Australia,252.72,15.97,14.3,63
9/29/2024,257.196,2.801699346,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,13.91,11.3,38
9/29/2024,1132.16,2.271497933,Schipper Power- Three,Netherlands,498.42,11.46,10.6,56
9/29/2024,618.564,5.498346667,DeCrescent 178kW PV,United States,112.5,12.77,24.6,99
9/29/2024,168.195,2.587615385,Feuerwehr,Switzerland,65,13.54,9.7,81
9/29/2024,1226.311,2.922362557,MAWC,Maldives,419.63,22.29,27.6,96
9/30/2024,594.026,5.280231111,DeCrescent 178kW PV,United States,112.5,21.74,25.9,53
9/30/2024,487.42,0.97793026,Schipper Power- Three,Netherlands,498.42,7.42,11.7,74
9/30/2024,1577.823,3.760033839,MAWC,Maldives,419.63,10.64,26.5,99
9/30/2024,287.98,3.137037037,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,14.43,9.1,60
9/30/2024,558.721,5.173342593,Nugali,Brazil,108,20.33,21.5,62
9/30/2024,3084.847,6.083310984,siris-D-500kW,Greece,507.1,17.91,16.6,8
9/30/2024,2963,5.874597274,Pentaari,Greece,504.375,18.99,13.5,1
9/30/2024,128.496,1.976861538,Feuerwehr,Switzerland,65,10.92,12.5,92
9/30/2024,1368.557,5.415309433,Wannon Water,Australia,252.72,15.91,13,45
10/1/2024,457.669,4.068168889,DeCrescent 178kW PV,United States,112.5,22.53,26.6,41
10/1/2024,1412.853,5.59058642,Wannon Water,Australia,252.72,18.59,12.9,52
10/1/2024,527.909,4.888046296,Nugali,Brazil,108,21.7,24.7,91
10/1/2024,224,2.440087146,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,12.62,11.5,94
10/1/2024,3098.772,6.110771051,siris-D-500kW,Greece,507.1,18.22,15.5,0
10/1/2024,2987,5.922180917,Pentaari,Greece,504.375,18.91,12.2,0
10/1/2024,43.758,0.6732,Feuerwehr,Switzerland,65,2.7,13,98
10/1/2024,221.92,0.44524698,Schipper Power- Three,Netherlands,498.42,3.75,13.4,94
10/1/2024,1501.92,3.579153063,MAWC,Maldives,419.63,20.73,27,86
10/2/2024,320.154,2.845813333,DeCrescent 178kW PV,United States,112.5,22.62,26.3,81
10/2/2024,1548.083,6.125684552,Wannon Water,Australia,252.72,21.97,11,32
10/2/2024,346.39,0.694976125,Schipper Power- Three,Netherlands,498.42,7.33,12,88
10/2/2024,29.996,0.326753813,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,2.55,12.1,98
10/2/2024,71.561,0.662601852,Nugali,Brazil,108,11.84,21.8,69
10/2/2024,2872,5.69417596,Pentaari,Greece,504.375,18.29,13,1
10/2/2024,96.39,1.482923077,Feuerwehr,Switzerland,65,7.43,11.6,76
10/2/2024,2964.281,5.845555117,siris-D-500kW,Greece,507.1,17.56,15.9,0
10/2/2024,1909.461,4.550344351,MAWC,Maldives,419.63,24.34,27.8,97
10/3/2024,1921.915,4.580022877,MAWC,Maldives,419.63,24.39,28.1,81
10/3/2024,1567.693,6.20328031,Wannon Water,Australia,252.72,23.29,16.4,20
10/3/2024,1131.24,2.269652101,Schipper Power- Three,Netherlands,498.42,11.21,11,21
10/3/2024,88.353,1.359276923,Feuerwehr,Switzerland,65,8.89,9.9,65
10/3/2024,2838.323,5.597166239,siris-D-500kW,Greece,507.1,16.74,17.4,17
10/3/2024,31.788,0.34627451,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,2.34,9.8,100
10/3/2024,123.539,1.098124444,DeCrescent 178kW PV,United States,112.5,21.14,26.4,92
10/3/2024,2437,4.831722429,Pentaari,Greece,504.375,14.66,15,47
10/3/2024,118.784,1.099851852,Nugali,Brazil,108,8.97,18.2,100
10/4/2024,55.293,0.850661538,Feuerwehr,Switzerland,65,5.39,9.3,99
10/4/2024,1161.14,2.329641668,Schipper Power- Three,Netherlands,498.42,11.3,9.6,14
10/4/2024,293,0.580916976,Pentaari,Greece,504.375,10.41,18.3,83
10/4/2024,1319.742,5.222150997,Wannon Water,Australia,252.72,18.31,18,78
10/4/2024,409.684,3.641635556,DeCrescent 178kW PV,United States,112.5,17.04,25.8,90
10/4/2024,1023.612,2.439320354,MAWC,Maldives,419.63,24.36,28.8,62
10/4/2024,201.752,1.868074074,Nugali,Brazil,108,8.12,16.8,92
10/4/2024,67.062,0.730522876,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,3.34,8.6,100
10/4/2024,2427.581,4.787183987,siris-D-500kW,Greece,507.1,16.07,20.7,48
10/5/2024,570.368,5.281185185,Nugali,Brazil,108,20.91,18.3,40
10/5/2024,109.839,1.689830769,Feuerwehr,Switzerland,65,10.15,9.3,65
10/5/2024,687,1.362081784,Pentaari,Greece,504.375,12.1,16.7,70
10/5/2024,125.591,1.368093682,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,7.38,9.6,99
10/5/2024,1020.659,2.432283202,MAWC,Maldives,419.63,22.05,27.6,69
10/5/2024,485.099,4.311991111,DeCrescent 178kW PV,United States,112.5,22.03,26.4,61
10/5/2024,730.967,2.892398702,Wannon Water,Australia,252.72,11.73,12.5,72
10/5/2024,1172.13,2.351691345,Schipper Power- Three,Netherlands,498.42,12.41,9.1,8
10/5/2024,726.526,1.432707553,siris-D-500kW,Greece,507.1,8.33,20.5,98
10/6/2024,1023.45,2.438934299,MAWC,Maldives,419.63,13.12,27.5,100
10/6/2024,1228.132,4.859654954,Wannon Water,Australia,252.72,15.7,14.1,82
10/6/2024,2187,4.33605948,Pentaari,Greece,504.375,14.66,13.6,18
10/6/2024,95.337,1.466723077,Feuerwehr,Switzerland,65,7.75,9.5,84
10/6/2024,2655.848,5.237325971,siris-D-500kW,Greece,507.1,15.64,18.9,28
10/6/2024,558.132,4.961173333,DeCrescent 178kW PV,United States,112.5,22.41,26.3,85
10/6/2024,617.847,5.720805556,Nugali,Brazil,108,24.01,19.5,75
10/6/2024,215.397,2.346372549,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,12.59,10.4,56
10/6/2024,912.77,1.831326993,Schipper Power- Three,Netherlands,498.42,9.81,10.6,64
10/7/2024,2913.824,5.746054033,siris-D-500kW,Greece,507.1,16.65,17.2,2
10/7/2024,1139.021,4.507047325,Wannon Water,Australia,252.72,17.01,12.5,61
10/7/2024,433.104,4.010222222,Nugali,Brazil,108,18.49,20.6,89
10/7/2024,114.027,1.754261538,Feuerwehr,Switzerland,65,10.97,13.7,77
10/7/2024,2812,5.575216853,Pentaari,Greece,504.375,17.55,12.6,5
10/7/2024,399.02,3.546844444,DeCrescent 178kW PV,United States,112.5,22.68,27.1,82
10/7/2024,231.122,2.517668845,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,13.27,11.3,66
10/7/2024,1510.211,3.598910945,MAWC,Maldives,419.63,11.07,27.7,100
10/7/2024,935.84,1.877613258,Schipper Power- Three,Netherlands,498.42,10.78,14.4,69
10/8/2024,412.254,3.817166667,Nugali,Brazil,108,15.9,20.7,97
10/8/2024,2713.077,5.350181424,siris-D-500kW,Greece,507.1,16.25,16.7,44
10/8/2024,1379.824,3.288191979,MAWC,Maldives,419.63,19.75,27.9,91
10/8/2024,685.87,1.376088439,Schipper Power- Three,Netherlands,498.42,8.68,15.1,86
10/8/2024,123.61,1.346514161,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,7.58,15,98
10/8/2024,502.487,4.466551111,DeCrescent 178kW PV,United States,112.5,15.89,25,100
10/8/2024,1554.522,6.151163343,Wannon Water,Australia,252.72,14.36,10.6,55
10/8/2024,26.355,0.405461538,Feuerwehr,Switzerland,65,3.82,13.3,98
10/8/2024,2676,5.305576208,Pentaari,Greece,504.375,16.24,13.6,68
10/9/2024,1669.764,6.607169991,Wannon Water,Australia,252.72,24.82,11.2,1
10/9/2024,348.567,3.098373333,DeCrescent 178kW PV,United States,112.5,22.66,27,75
10/9/2024,76.782,0.710944444,Nugali,Brazil,108,4.42,18.7,100
10/9/2024,123.765,1.904076923,Feuerwehr,Switzerland,65,10.63,13.4,71
10/9/2024,1844.923,3.63818379,siris-D-500kW,Greece,507.1,13.04,17.3,68
10/9/2024,496.07,0.995285101,Schipper Power- Three,Netherlands,498.42,5.67,13.7,76
10/9/2024,1123.206,2.676658008,MAWC,Maldives,419.63,15.28,27.3,100
10/9/2024,1610,3.192069393,Pentaari,Greece,504.375,13.19,14.4,52
10/9/2024,200.379,2.182777778,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,12.27,16,79
10/10/2024,84.678,0.922418301,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,6.72,15,85
10/10/2024,2178.8,4.296588444,siris-D-500kW,Greece,507.1,15.09,19,43
10/10/2024,432.995,3.848844444,DeCrescent 178kW PV,United States,112.5,19.01,25.7,86
10/10/2024,108.258,1.665507692,Feuerwehr,Switzerland,65,9.8,13.3,68
10/10/2024,702.76,1.409975523,Schipper Power- Three,Netherlands,498.42,7.66,12.3,76
10/10/2024,921.629,2.196289588,MAWC,Maldives,419.63,13.71,27.7,100
10/10/2024,2390,4.738537794,Pentaari,Greece,504.375,15.42,18.1,63
10/10/2024,1630.526,6.451907249,Wannon Water,Australia,252.72,23.36,13.5,32
10/10/2024,109.683,1.015583333,Nugali,Brazil,108,3.93,19.1,100
10/11/2024,509.379,4.527813333,DeCrescent 178kW PV,United States,112.5,23.75,27.1,51
10/11/2024,861.13,1.727719594,Schipper Power- Three,Netherlands,498.42,9.52,9.9,44
10/11/2024,1564.667,3.085519621,siris-D-500kW,Greece,507.1,14.03,20.1,42
10/11/2024,1081,2.143246592,Pentaari,Greece,504.375,13.35,17.5,58
10/11/2024,111.033,1.7082,Feuerwehr,Switzerland,65,11.01,10.6,48
10/11/2024,170.662,1.580203704,Nugali,Brazil,108,8.2,21.8,100
10/11/2024,152.988,1.666535948,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,12.79,12,39
10/11/2024,1183.699,4.683835866,Wannon Water,Australia,252.72,16.43,12.2,77
10/11/2024,481.211,1.146750709,MAWC,Maldives,419.63,6.54,27,100
10/12/2024,526.708,4.876925926,Nugali,Brazil,108,20.82,22.1,45
10/12/2024,1933.135,3.812137645,siris-D-500kW,Greece,507.1,14.1,19.6,28
10/12/2024,191.407,2.085043573,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,9.46,10.1,97
10/12/2024,1683.774,6.662606838,Wannon Water,Australia,252.72,23.91,12.4,46
10/12/2024,1472.813,3.509789577,MAWC,Maldives,419.63,15.17,27.6,99
10/12/2024,554.698,4.930648889,DeCrescent 178kW PV,United States,112.5,18.92,25.2,76
10/12/2024,2078,4.119950434,Pentaari,Greece,504.375,15.48,15.9,25
10/12/2024,50.278,1.00556,Wray Farms,United Kingdom,50,5.54,9.3,66
10/12/2024,563.04,1.129649693,Schipper Power- Three,Netherlands,498.42,6.02,9,86
10/12/2024,81.84,1.259076923,Feuerwehr,Switzerland,65,9.01,9.5,86
10/13/2024,2447,4.851548947,Pentaari,Greece,504.375,16.05,13.8,35
10/13/2024,131.807,1.4358061,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,9.46,11.7,100
10/13/2024,1875.337,3.698160126,siris-D-500kW,Greece,507.1,9.89,16.2,50
10/13/2024,46.109,0.409857778,DeCrescent 178kW PV,United States,112.5,23.3,26.8,83
10/13/2024,740.11,1.484912323,Schipper Power- Three,Netherlands,498.42,8.76,11,80
10/13/2024,91.065,1.401,Feuerwehr,Switzerland,65,7.4,13.2,98
10/13/2024,1263.958,3.012077306,MAWC,Maldives,419.63,22.86,27.2,95
10/13/2024,1090.949,4.316828902,Wannon Water,Australia,252.72,18.27,15.1,92
10/13/2024,361.34,3.345740741,Nugali,Brazil,108,17.33,19.7,74
10/13/2024,75.698,1.51396,Wray Farms,United Kingdom,50,6.93,7.8,94
10/14/2024,92.955,1.430076923,Feuerwehr,Switzerland,65,8.68,12.7,64
10/14/2024,1421.501,5.62480611,Wannon Water,Australia,252.72,17.22,14,52
10/14/2024,541.14,1.085710846,Schipper Power- Three,Netherlands,498.42,4.98,8.7,70
10/14/2024,218.134,2.019759259,Nugali,Brazil,108,14.53,19.7,89
10/14/2024,88.995,0.969444444,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,6.76,10.2,85
10/14/2024,88.14,0.783466667,DeCrescent 178kW PV,United States,112.5,21.6,25.9,88
10/14/2024,2361,4.681040892,Pentaari,Greece,504.375,15.85,14.4,43
10/14/2024,109.237,2.18474,Wray Farms,United Kingdom,50,5.68,9.5,95
10/14/2024,1952.772,4.653556705,MAWC,Maldives,419.63,20.88,27.1,90
10/14/2024,2395.881,4.724671662,siris-D-500kW,Greece,507.1,14.27,16.5,67
10/15/2024,30.744,0.61488,Wray Farms,United Kingdom,50,2.94,11.6,100
10/15/2024,137.461,1.272787037,Nugali,Brazil,108,10.86,20.4,98
10/15/2024,906.62,1.818988002,Schipper Power- Three,Netherlands,498.42,10.38,9.4,58
10/15/2024,2651.098,5.227958982,siris-D-500kW,Greece,507.1,14.75,17,35
10/15/2024,49.416,0.760246154,Feuerwehr,Switzerland,65,5.56,14.5,91
10/15/2024,2543,5.041883519,Pentaari,Greece,504.375,15.63,14.3,22
10/15/2024,350.75,3.117777778,DeCrescent 178kW PV,United States,112.5,23.37,26.3,86
10/15/2024,169.468,1.846056645,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,10.18,12,92
10/15/2024,890.632,3.524184869,Wannon Water,Australia,252.72,15.31,16.3,74
10/15/2024,1804.574,4.300393204,MAWC,Maldives,419.63,23.09,27.7,75
10/16/2024,39.162,0.602492308,Feuerwehr,Switzerland,65,6.78,13.6,83
10/16/2024,679.017,6.287194444,Nugali,Brazil,108,23,22.1,61
10/16/2024,343.339,3.051902222,DeCrescent 178kW PV,United States,112.5,24.41,27,38
10/16/2024,2013.159,4.79746205,MAWC,Maldives,419.63,24,28.5,72
10/16/2024,2671.162,5.267525143,siris-D-500kW,Greece,507.1,14.67,17,14
10/16/2024,30.12,0.6024,Wray Farms,United Kingdom,50,5.3,16.3,88
10/16/2024,92.842,1.011350763,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,5,12.4,100
10/16/2024,2578,5.111276332,Pentaari,Greece,504.375,15.51,14.9,19
10/16/2024,1376.354,5.44616176,Wannon Water,Australia,252.72,20.4,17.8,47
10/16/2024,702.14,1.408731592,Schipper Power- Three,Netherlands,498.42,8.93,15.1,69
10/17/2024,66.734,0.726949891,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,3.97,11.1,99
10/17/2024,1174.485,2.316081641,siris-D-500kW,Greece,507.1,10.64,15.6,95
10/17/2024,531.931,4.728275556,DeCrescent 178kW PV,United States,112.5,23.36,27.7,46
10/17/2024,323.71,0.649472333,Schipper Power- Three,Netherlands,498.42,5.91,16.3,91
10/17/2024,1924.398,4.585939995,MAWC,Maldives,419.63,24.69,28.3,31
10/17/2024,717,1.421561338,Pentaari,Greece,504.375,10.86,13.6,69
10/17/2024,112.664,2.25328,Wray Farms,United Kingdom,50,8.45,14.8,60
10/17/2024,87.159,1.340907692,Feuerwehr,Switzerland,65,8.4,14,96
10/17/2024,801.604,3.171905666,Wannon Water,Australia,252.72,15.16,18.7,99
10/17/2024,487.036,4.509592593,Nugali,Brazil,108,20.89,22.5,90
10/18/2024,25.901,0.282145969,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,3.31,11.6,100
10/18/2024,373.21,0.748786164,Schipper Power- Three,Netherlands,498.42,5.84,14.5,91
10/18/2024,99.598,1.99196,Wray Farms,United Kingdom,50,6.88,11.2,51
10/18/2024,1036,2.054027261,Pentaari,Greece,504.375,7.68,12.3,85
10/18/2024,2019.794,3.983028988,siris-D-500kW,Greece,507.1,13.54,13.9,42
10/18/2024,329.175,1.30252849,Wannon Water,Australia,252.72,5.76,16.2,94
10/18/2024,39.417,0.606415385,Feuerwehr,Switzerland,65,5.26,13.9,81
10/18/2024,418.994,3.879574074,Nugali,Brazil,108,17.39,22.2,99
10/18/2024,1033.34,2.462502681,MAWC,Maldives,419.63,24.8,28.1,13
10/18/2024,501.743,4.459937778,DeCrescent 178kW PV,United States,112.5,23.07,27.5,37
10/19/2024,33.057,0.508569231,Feuerwehr,Switzerland,65,5.4,11.2,85
10/19/2024,217.995,2.018472222,Nugali,Brazil,108,5.76,19.3,100
10/19/2024,57.575,1.1515,Wray Farms,United Kingdom,50,4.13,12.9,75
10/19/2024,1271.881,3.030958225,MAWC,Maldives,419.63,24.02,28.3,48
10/19/2024,76,0.150681537,Pentaari,Greece,504.375,5.08,10.8,98
10/19/2024,813.13,3.217513454,Wannon Water,Australia,252.72,13.55,13.4,88
10/19/2024,502.025,4.462444444,DeCrescent 178kW PV,United States,112.5,19.78,26.4,79
10/19/2024,2039.527,4.021942418,siris-D-500kW,Greece,507.1,12.47,11.6,54
10/19/2024,38.457,0.418921569,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,3.71,12,100
10/19/2024,347.33,0.696862084,Schipper Power- Three,Netherlands,498.42,3.57,14.3,97
10/20/2024,77.788,0.847363834,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,9.21,11.5,78
10/20/2024,1851.92,4.413221171,MAWC,Maldives,419.63,24.21,28.1,21
10/20/2024,446.71,0.896252157,Schipper Power- Three,Netherlands,498.42,5.11,15.5,100
10/20/2024,37.887,0.75774,Wray Farms,United Kingdom,50,2.34,13.1,91
10/20/2024,1666.533,6.59438509,Wannon Water,Australia,252.72,22.56,13.8,68
10/20/2024,267.769,2.479342593,Nugali,Brazil,108,17.78,20.3,73
10/20/2024,2680.384,5.285710905,siris-D-500kW,Greece,507.1,14.11,11.2,4
10/20/2024,44.91,0.690923077,Feuerwehr,Switzerland,65,6.78,12.1,95
10/20/2024,484.994,4.311057778,DeCrescent 178kW PV,United States,112.5,24.11,28.2,42
10/20/2024,289,0.572986369,Pentaari,Greece,504.375,7.06,11.6,100
10/21/2024,2492,4.940768278,Pentaari,Greece,504.375,11.53,12.8,97
10/21/2024,1673.303,6.621173631,Wannon Water,Australia,252.72,26.46,16.4,45
10/21/2024,37.322,0.74644,Wray Farms,United Kingdom,50,4.4,12.8,88
10/21/2024,90.321,1.389553846,Feuerwehr,Switzerland,65,10.35,12.4,55
10/21/2024,1884.977,4.491997712,MAWC,Maldives,419.63,24.04,28.2,52
10/21/2024,410.675,3.650444444,DeCrescent 178kW PV,United States,112.5,23.92,28.2,68
10/21/2024,255.78,0.513181654,Schipper Power- Three,Netherlands,498.42,1.72,14.5,98
10/21/2024,346.269,3.206194444,Nugali,Brazil,108,14.27,22,90
10/21/2024,131.432,1.431721133,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,9.85,12.5,64
10/21/2024,2701.274,5.326905936,siris-D-500kW,Greece,507.1,14.06,11.8,8
10/22/2024,2459,4.875340768,Pentaari,Greece,504.375,14.71,12,30
10/22/2024,76.14,1.171384615,Feuerwehr,Switzerland,65,7.3,14.4,76
10/22/2024,1831.945,4.365619713,MAWC,Maldives,419.63,25.34,28.6,48
10/22/2024,147.227,1.603779956,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,9.67,13.6,60
10/22/2024,438.244,3.895502222,DeCrescent 178kW PV,United States,112.5,22.92,27.6,69
10/22/2024,1059.773,4.193467078,Wannon Water,Australia,252.72,20.76,15.6,88
10/22/2024,2686.505,5.297781503,siris-D-500kW,Greece,507.1,13.95,12.3,0
10/22/2024,742.38,1.489466715,Schipper Power- Three,Netherlands,498.42,8.27,12.2,34
10/22/2024,52.175,1.0435,Wray Farms,United Kingdom,50,6.93,10.8,24
10/22/2024,612.615,5.672361111,Nugali,Brazil,108,22.55,25,48
10/23/2024,87.337,0.951383442,HLT1 Klagenfurt Lastenstrasse,Austria,91.8,6.08,13.3,95
10/23/2024,324.99,0.652040448,Schipper Power- Three,Netherlands,498.42,7.56,11.6,27
10/23/2024,1475.526,3.516254796,MAWC,Maldives,419.63,24.03,28.4,74
10/23/2024,428.095,3.963842593,Nugali,Brazil,108,17.48,24.7,77
10/23/2024,81.187,1.62374,Wray Farms,United Kingdom,50,5.49,10.3,56
10/23/2024,2392,4.742503098,Pentaari,Greece,504.375,14.75,12.1,7
10/23/2024,2673.351,5.271841846,siris-D-500kW,Greece,507.1,13.85,12.9,6
