Date,Generated (kWh),Efficiency,System Name,Location,System Size (kW)
2024-05-04,304.609,2.707635556,DeCrescent 178kW PV,United States,112.5
2024-05-04,1693.96,3.398659765,Schipper Power- Three,Netherlands,498.42
2024-05-04,972.146,3.846731561,Wannon Water,Australia,252.72
2024-05-04,388.514,4.232178649,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-04,226.998,3.492276923,Feuerwehr,Switzerland,65.0
2024-05-04,338.774,3.136796296,Nugali,Brazil,108.0
2024-05-04,238.162,4.763kWh/kW,Wray Farms,United Kingdom,50.0
2024-05-04,1808.799,4.310461597,MAWC,Maldives,419.63
2024-05-04,1344.0,2.657518265,Pentaari,Greece,504.375
2024-05-05,454.875,4.211805556,Nugali,Brazil,108.0
2024-05-05,221.798,4.436kWh/kW,Wray Farms,United Kingdom,50.0
2024-05-05,85.558,0.760515556,DeCrescent 178kW PV,United States,112.5
2024-05-05,190.038,2.923661538,Feuerwehr,Switzerland,65.0
2024-05-05,599.598,2.372578348,Wannon Water,Australia,252.72
2024-05-05,1955.83,3.92406003,Schipper Power- Three,Netherlands,498.42
2024-05-05,433.418,4.721328976,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-05,1796.32,4.280723495,MAWC,Maldives,419.63
2024-05-05,3506.128,6.914076119,siris-D-500kW,Greece,507.1
2024-05-05,3314.0,6.552838937,Pentaari,Greece,504.375
2024-05-06,3284.0,6.493519333,Pentaari,Greece,504.375
2024-05-06,62.946,0.9684,Feuerwehr,Switzerland,65.0
2024-05-06,1797.05,3.605493359,Schipper Power- Three,Netherlands,498.42
2024-05-06,382.866,3.403253333,DeCrescent 178kW PV,United States,112.5
2024-05-06,3421.01,6.746223625,siris-D-500kW,Greece,507.1
2024-05-06,238.687,4.774kWh/kW,Wray Farms,United Kingdom,50.0
2024-05-06,1794.475,4.276326764,MAWC,Maldives,419.63
2024-05-06,475.621,4.403898148,Nugali,Brazil,108.0
2024-05-06,370.89,4.040196078,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-06,966.943,3.826143558,Wannon Water,Australia,252.72
2024-05-07,1268.245,3.022293449,MAWC,Maldives,419.63
2024-05-07,1037.444,4.105112377,Wannon Water,Australia,252.72
2024-05-07,2607.95,5.232434493,Schipper Power- Three,Netherlands,498.42
2024-05-07,182.526,1.988300654,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-07,86.823,1.335738462,Feuerwehr,Switzerland,65.0
2024-05-07,3232.0,6.390698686,Pentaari,Greece,504.375
2024-05-07,550.381,4.892275556,DeCrescent 178kW PV,United States,112.5
2024-05-07,492.148,4.556925926,Nugali,Brazil,108.0
2024-05-07,140.598,2.812kWh/kW,Wray Farms,United Kingdom,50.0
2024-05-07,3237.905,6.385140998,siris-D-500kW,Greece,507.1
2024-05-08,759.172,3.004004432,Wannon Water,Australia,252.72
2024-05-08,171.779,1.526924444,DeCrescent 178kW PV,United States,112.5
2024-05-08,398.355,3.688472222,Nugali,Brazil,108.0
2024-05-08,235.737,4.715kWh/kW,Wray Farms,United Kingdom,50.0
2024-05-08,155.127,2.386569231,Feuerwehr,Switzerland,65.0
2024-05-08,1121.73,2.250571807,Schipper Power- Three,Netherlands,498.42
2024-05-08,104.439,1.137679739,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-08,2455.0,4.854320939,Pentaari,Greece,504.375
2024-05-08,743.133,1.770924386,MAWC,Maldives,419.63
2024-05-08,2873.511,5.666556892,siris-D-500kW,Greece,507.1
2024-05-09,1448.694,3.452312752,MAWC,Maldives,419.63
2024-05-09,161.772,2.4888,Feuerwehr,Switzerland,65.0
2024-05-09,418.432,4.558082789,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-09,84.112,0.778814815,Nugali,Brazil,108.0
2024-05-09,2542.0,5.026347791,Pentaari,Greece,504.375
2024-05-09,333.688,2.966115556,DeCrescent 178kW PV,United States,112.5
2024-05-09,2025.77,4.064383452,Schipper Power- Three,Netherlands,498.42
2024-05-09,2671.689,5.268564386,siris-D-500kW,Greece,507.1
2024-05-09,796.585,3.152045742,Wannon Water,Australia,252.72
2024-05-09,247.556,4.951kWh/kW,Wray Farms,United Kingdom,50.0
2024-05-10,748.0,1.479035463,Pentaari,Greece,504.375
2024-05-10,250.559,5.011kWh/kW,Wray Farms,United Kingdom,50.0
2024-05-10,251.598,2.236426667,DeCrescent 178kW PV,United States,112.5
2024-05-10,212.98,1.972037037,Nugali,Brazil,108.0
2024-05-10,406.357,1.607933682,Wannon Water,Australia,252.72
2024-05-10,509.477,1.004687438,siris-D-500kW,Greece,507.1
2024-05-10,900.776,2.146595811,MAWC,Maldives,419.63
2024-05-10,453.972,4.945228758,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-10,288.987,4.445953846,Feuerwehr,Switzerland,65.0
2024-05-10,2346.35,4.70757594,Schipper Power- Three,Netherlands,498.42
2024-05-11,2135.075,4.210362848,siris-D-500kW,Greece,507.1
2024-05-11,249.873,4.997kWh/kW,Wray Farms,United Kingdom,50.0
2024-05-11,2029.161,4.835595644,MAWC,Maldives,419.63
2024-05-11,299.271,4.604169231,Feuerwehr,Switzerland,65.0
2024-05-11,369.578,3.422018519,Nugali,Brazil,108.0
2024-05-11,679.247,2.687745331,Wannon Water,Australia,252.72
2024-05-11,351.857,3.127617778,DeCrescent 178kW PV,United States,112.5
2024-05-11,2346.3,4.707475623,Schipper Power- Three,Netherlands,498.42
2024-05-11,459.277,5.003017429,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-11,2719.0,5.376333455,Pentaari,Greece,504.375
2024-05-12,3337.844,6.582220469,siris-D-500kW,Greece,507.1
2024-05-12,1464.758,3.490594095,MAWC,Maldives,419.63
2024-05-12,799.239,3.162547483,Wannon Water,Australia,252.72
2024-05-12,395.544,4.30875817,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-12,187.699,1.668435556,DeCrescent 178kW PV,United States,112.5
2024-05-12,442.869,4.100638889,Nugali,Brazil,108.0
2024-05-12,269.688,4.149046154,Feuerwehr,Switzerland,65.0
2024-05-12,196.633,3.933kWh/kW,Wray Farms,United Kingdom,50.0
2024-05-12,1091.27,2.189458689,Schipper Power- Three,Netherlands,498.42
2024-05-12,2920.0,5.773774803,Pentaari,Greece,504.375
2024-05-13,2150.66,4.314955259,Schipper Power- Three,Netherlands,498.42
2024-05-13,154.593,2.378353846,Feuerwehr,Switzerland,65.0
2024-05-13,3312.057,6.531368566,siris-D-500kW,Greece,507.1
2024-05-13,443.387,1.754459481,Wannon Water,Australia,252.72
2024-05-13,1666.543,3.971458189,MAWC,Maldives,419.63
2024-05-13,168.355,1.833932462,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-13,185.711,1.719546296,Nugali,Brazil,108.0
2024-05-13,433.855,3.856488889,DeCrescent 178kW PV,United States,112.5
2024-05-13,3214.0,6.355106924,Pentaari,Greece,504.375
2024-05-14,905.53,1.785703017,siris-D-500kW,Greece,507.1
2024-05-14,528.674,4.699324444,DeCrescent 178kW PV,United States,112.5
2024-05-14,1061.0,2.097936666,Pentaari,Greece,504.375
2024-05-14,283.698,4.364584615,Feuerwehr,Switzerland,65.0
2024-05-14,244.817,2.666851852,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-14,1397.396,3.330066964,MAWC,Maldives,419.63
2024-05-14,2481.38,4.978492035,Schipper Power- Three,Netherlands,498.42
2024-05-14,333.916,1.321288382,Wannon Water,Australia,252.72
2024-05-15,99.033,1.523584615,Feuerwehr,Switzerland,65.0
2024-05-15,1222.81,2.453372658,Schipper Power- Three,Netherlands,498.42
2024-05-15,857.504,1.690995859,siris-D-500kW,Greece,507.1
2024-05-15,140.146,1.245742222,DeCrescent 178kW PV,United States,112.5
2024-05-15,1793.043,4.272914234,MAWC,Maldives,419.63
2024-05-15,288.122,3.138583878,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-15,789.0,1.560105589,Pentaari,Greece,504.375
2024-05-15,157.197,1.455527778,Nugali,Brazil,108.0
2024-05-15,881.422,3.487741374,Wannon Water,Australia,252.72
2024-05-16,260.514,2.31568,DeCrescent 178kW PV,United States,112.5
2024-05-16,126.079,1.373409586,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-16,647.699,1.277260895,siris-D-500kW,Greece,507.1
2024-05-16,946.847,3.746624723,Wannon Water,Australia,252.72
2024-05-16,1527.537,3.6401997,MAWC,Maldives,419.63
2024-05-16,158.508,2.438584615,Feuerwehr,Switzerland,65.0
2024-05-16,1546.69,3.103186068,Schipper Power- Three,Netherlands,498.42
2024-05-16,170.0,0.336810405,Pentaari,Greece,504.375
2024-05-16,133.937,1.240157407,Nugali,Brazil,108.0
2024-05-17,171.23,1.585462963,Nugali,Brazil,108.0
2024-05-17,3215.427,6.340814435,siris-D-500kW,Greece,507.1
2024-05-17,1283.03,2.574194454,Schipper Power- Three,Netherlands,498.42
2024-05-17,1547.0,3.06497469,Pentaari,Greece,504.375
2024-05-17,307.883,3.353845316,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-17,423.223,3.761982222,DeCrescent 178kW PV,United States,112.5
2024-05-17,518.741,2.052631371,Wannon Water,Australia,252.72
2024-05-17,159.099,2.447676923,Feuerwehr,Switzerland,65.0
2024-05-17,836.642,1.993761171,MAWC,Maldives,419.63
2024-05-18,3063.0,6.068531011,Pentaari,Greece,504.375
2024-05-18,269.274,4.142676923,Feuerwehr,Switzerland,65.0
2024-05-18,199.254,1.844944444,Nugali,Brazil,108.0
2024-05-18,3137.692,6.187521199,siris-D-500kW,Greece,507.1
2024-05-18,753.22,2.980452675,Wannon Water,Australia,252.72
2024-05-18,2284.14,4.582761526,Schipper Power- Three,Netherlands,498.42
2024-05-18,358.457,3.186284444,DeCrescent 178kW PV,United States,112.5
2024-05-18,451.286,4.915969499,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-18,1304.524,3.108748183,MAWC,Maldives,419.63
2024-05-19,266.604,4.1016,Feuerwehr,Switzerland,65.0
2024-05-19,2131.923,4.204147111,siris-D-500kW,Greece,507.1
2024-05-19,974.629,2.32259133,MAWC,Maldives,419.63
2024-05-19,1987.74,3.98808234,Schipper Power- Three,Netherlands,498.42
2024-05-19,539.159,4.792524444,DeCrescent 178kW PV,United States,112.5
2024-05-19,466.56,5.082352941,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-19,2328.0,4.612321317,Pentaari,Greece,504.375
2024-05-19,266.204,1.053355492,Wannon Water,Australia,252.72
2024-05-19,61.945,0.573564815,Nugali,Brazil,108.0
2024-05-20,462.501,5.038137255,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-20,663.985,2.627354384,Wannon Water,Australia,252.72
2024-05-20,2884.0,5.713889467,Pentaari,Greece,504.375
2024-05-20,283.014,4.354061538,Feuerwehr,Switzerland,65.0
2024-05-20,2790.82,5.503490436,siris-D-500kW,Greece,507.1
2024-05-20,521.782,4.638062222,DeCrescent 178kW PV,United States,112.5
2024-05-20,1556.683,3.709656126,MAWC,Maldives,419.63
2024-05-20,217.635,2.015138889,Nugali,Brazil,108.0
2024-05-20,1625.45,3.261205409,Schipper Power- Three,Netherlands,498.42
2024-05-21,2833.88,5.588404654,siris-D-500kW,Greece,507.1
2024-05-21,404.769,1.601650047,Wannon Water,Australia,252.72
2024-05-21,1998.3,4.009269291,Schipper Power- Three,Netherlands,498.42
2024-05-21,84.171,1.294938462,Feuerwehr,Switzerland,65.0
2024-05-21,2975.0,5.894182096,Pentaari,Greece,504.375
2024-05-21,439.387,3.905662222,DeCrescent 178kW PV,United States,112.5
2024-05-21,101.281,1.103278867,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-21,230.171,2.131212963,Nugali,Brazil,108.0
2024-05-21,1457.823,3.474067631,MAWC,Maldives,419.63
2024-05-22,3196.192,6.302883061,siris-D-500kW,Greece,507.1
2024-05-22,952.21,1.910457044,Schipper Power- Three,Netherlands,498.42
2024-05-22,192.774,2.965753846,Feuerwehr,Switzerland,65.0
2024-05-22,520.954,4.630702222,DeCrescent 178kW PV,United States,112.5
2024-05-22,282.8,2.618518519,Nugali,Brazil,108.0
2024-05-22,3122.0,6.185424034,Pentaari,Greece,504.375
2024-05-22,284.204,3.095904139,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-22,423.592,1.009441651,MAWC,Maldives,419.63
2024-05-22,594.326,2.351717316,Wannon Water,Australia,252.72
2024-05-23,74.571,1.147246154,Feuerwehr,Switzerland,65.0
2024-05-23,3191.0,6.322129434,Pentaari,Greece,504.375
2024-05-23,513.059,2.03014799,Wannon Water,Australia,252.72
2024-05-23,344.132,3.186407407,Nugali,Brazil,108.0
2024-05-23,405.305,3.602711111,DeCrescent 178kW PV,United States,112.5
2024-05-23,261.235,2.845697168,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-23,1168.588,2.784805662,MAWC,Maldives,419.63
2024-05-23,1633.83,3.278018539,Schipper Power- Three,Netherlands,498.42
2024-05-23,3330.838,6.568404654,siris-D-500kW,Greece,507.1
2024-05-24,139.821,1.294638889,Nugali,Brazil,108.0
2024-05-24,1073.43,2.153665583,Schipper Power- Three,Netherlands,498.42
2024-05-24,418.997,1.657949509,Wannon Water,Australia,252.72
2024-05-24,217.812,3.350953846,Feuerwehr,Switzerland,65.0
2024-05-24,1009.07,2.404666015,MAWC,Maldives,419.63
2024-05-24,3168.0,6.276560968,Pentaari,Greece,504.375
2024-05-24,432.77,4.714270153,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-24,568.705,5.055155556,DeCrescent 178kW PV,United States,112.5
2024-05-24,3354.926,6.615906133,siris-D-500kW,Greece,507.1
2024-05-25,3195.626,6.30176691,siris-D-500kW,Greece,507.1
2024-05-25,2841.0,5.628696247,Pentaari,Greece,504.375
2024-05-25,490.631,4.361164444,DeCrescent 178kW PV,United States,112.5
2024-05-25,372.257,4.055087146,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-25,875.465,3.464169832,Wannon Water,Australia,252.72
2024-05-25,436.619,4.042768519,Nugali,Brazil,108.0
2024-05-25,1354.34,2.717266562,Schipper Power- Three,Netherlands,498.42
2024-05-25,1742.355,4.152122108,MAWC,Maldives,419.63
2024-05-25,271.023,4.169584615,Feuerwehr,Switzerland,65.0
2024-05-26,1584.58,3.179206292,Schipper Power- Three,Netherlands,498.42
2024-05-26,148.78,1.377592593,Nugali,Brazil,108.0
2024-05-26,288.953,3.147636166,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-26,893.655,3.536146724,Wannon Water,Australia,252.72
2024-05-26,1494.841,3.56228344,MAWC,Maldives,419.63
2024-05-26,258.369,3.974907692,Feuerwehr,Switzerland,65.0
2024-05-26,3152.423,6.216570696,siris-D-500kW,Greece,507.1
2024-05-26,518.985,4.6132,DeCrescent 178kW PV,United States,112.5
2024-05-26,3026.0,5.995225217,Pentaari,Greece,504.375
2024-05-27,1500.06,3.009630432,Schipper Power- Three,Netherlands,498.42
2024-05-27,884.868,3.501377018,Wannon Water,Australia,252.72
2024-05-27,1303.899,3.107258776,MAWC,Maldives,419.63
2024-05-27,74.507,0.68987963,Nugali,Brazil,108.0
2024-05-27,389.681,4.244891068,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-27,2988.0,5.919938185,Pentaari,Greece,504.375
2024-05-27,3348.363,6.602963912,siris-D-500kW,Greece,507.1
2024-05-27,110.697,1.703030769,Feuerwehr,Switzerland,65.0
2024-05-27,210.262,1.868995556,DeCrescent 178kW PV,United States,112.5
2024-05-28,1057.864,2.520944642,MAWC,Maldives,419.63
2024-05-28,1769.83,3.550880783,Schipper Power- Three,Netherlands,498.42
2024-05-28,277.554,4.270061538,Feuerwehr,Switzerland,65.0
2024-05-28,3171.0,6.282504681,Pentaari,Greece,504.375
2024-05-28,203.83,2.22037037,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-28,2806.189,5.533798067,siris-D-500kW,Greece,507.1
2024-05-28,467.96,4.332962963,Nugali,Brazil,108.0
2024-05-28,860.014,3.403031022,Wannon Water,Australia,252.72
2024-05-28,57.45,0.510666667,DeCrescent 178kW PV,United States,112.5
2024-05-29,138.243,2.126815385,Feuerwehr,Switzerland,65.0
2024-05-29,441.533,4.809727669,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-29,478.113,4.426972222,Nugali,Brazil,108.0
2024-05-29,2950.0,5.844651154,Pentaari,Greece,504.375
2024-05-29,819.22,3.241611269,Wannon Water,Australia,252.72
2024-05-29,1430.34,2.869748405,Schipper Power- Three,Netherlands,498.42
2024-05-29,3035.321,5.985645829,siris-D-500kW,Greece,507.1
2024-05-29,913.337,2.176529323,MAWC,Maldives,419.63
2024-05-30,154.122,2.371107692,Feuerwehr,Switzerland,65.0
2024-05-30,3253.784,6.416454348,siris-D-500kW,Greece,507.1
2024-05-30,3134.0,6.209198887,Pentaari,Greece,504.375
2024-05-30,310.313,3.380315904,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-05-30,451.463,4.180212963,Nugali,Brazil,108.0
2024-05-30,88.566,0.350451092,Wannon Water,Australia,252.72
2024-05-30,1844.75,3.701195779,Schipper Power- Three,Netherlands,498.42
2024-05-30,1387.684,3.306922765,MAWC,Maldives,419.63
2024-05-31,38.616,0.594092308,Feuerwehr,Switzerland,65.0
2024-05-31,1732.1,3.475181574,Schipper Power- Three,Netherlands,498.42
2024-05-31,2909.0,5.763420409,Pentaari,Greece,504.375
2024-05-31,150.601,1.338675556,DeCrescent 178kW PV,United States,112.5
2024-05-31,1060.494,2.527212068,MAWC,Maldives,419.63
2024-05-31,3111.51,6.135890357,siris-D-500kW,Greece,507.1
2024-05-31,624.655,2.471727604,Wannon Water,Australia,252.72
2024-05-31,15.746,0.145796296,Nugali,Brazil,108.0
2024-05-31,113.409,1.235392157,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-06-01,3179.0,6.298354582,Pentaari,Greece,504.375
2024-06-01,549.466,4.884142222,DeCrescent 178kW PV,United States,112.5
2024-06-01,2017.444,4.807673427,MAWC,Maldives,419.63
2024-06-01,191.955,2.091013072,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-06-01,561.11,1.125777457,Schipper Power- Three,Netherlands,498.42
2024-06-01,3292.5,6.492802209,siris-D-500kW,Greece,507.1
2024-06-01,454.413,1.798088794,Wannon Water,Australia,252.72
2024-06-01,89.214,1.372523077,Feuerwehr,Switzerland,65.0
2024-06-02,380.948,1.50739158,Wannon Water,Australia,252.72
2024-06-02,951.21,1.908450704,Schipper Power- Three,Netherlands,498.42
2024-06-02,2915.855,5.75005916,siris-D-500kW,Greece,507.1
2024-06-02,3091.0,6.124005666,Pentaari,Greece,504.375
2024-06-02,1705.329,4.063887234,MAWC,Maldives,419.63
2024-06-02,473.999,4.213324444,DeCrescent 178kW PV,United States,112.5
2024-06-02,352.209,3.836699346,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-06-02,114.318,1.758738462,Feuerwehr,Switzerland,65.0
2024-06-03,176.786,1.92577342,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-06-03,542.219,4.819724444,DeCrescent 178kW PV,United States,112.5
2024-06-03,2120.0,4.20022388,Pentaari,Greece,504.375
2024-06-03,317.73,2.941944444,Nugali,Brazil,108.0
2024-06-03,2746.804,5.416690988,siris-D-500kW,Greece,507.1
2024-06-03,1985.485,4.731513476,MAWC,Maldives,419.63
2024-06-03,268.608,1.062867996,Wannon Water,Australia,252.72
2024-06-03,1355.82,2.720235946,Schipper Power- Three,Netherlands,498.42
2024-06-03,60.639,0.932907692,Feuerwehr,Switzerland,65.0
2024-06-04,144.256,1.335703704,Nugali,Brazil,108.0
2024-06-04,323.605,1.280488287,Wannon Water,Australia,252.72
2024-06-04,2708.0,5.365191635,Pentaari,Greece,504.375
2024-06-04,494.988,4.399893333,DeCrescent 178kW PV,United States,112.5
2024-06-04,270.684,4.164369231,Feuerwehr,Switzerland,65.0
2024-06-04,3228.518,6.366629856,siris-D-500kW,Greece,507.1
2024-06-04,1318.56,2.645479716,Schipper Power- Three,Netherlands,498.42
2024-06-04,2098.369,5.000521888,MAWC,Maldives,419.63
2024-06-04,416.857,4.540925926,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-06-05,2509.56,5.035030697,Schipper Power- Three,Netherlands,498.42
2024-06-05,604.567,2.392240424,Wannon Water,Australia,252.72
2024-06-05,2926.0,5.797101449,Pentaari,Greece,504.375
2024-06-05,237.717,2.201083333,Nugali,Brazil,108.0
2024-06-05,1420.306,3.384662679,MAWC,Maldives,419.63
2024-06-05,3180.801,6.272532045,siris-D-500kW,Greece,507.1
2024-06-05,520.83,4.6296,DeCrescent 178kW PV,United States,112.5
2024-06-05,222.201,3.418476923,Feuerwehr,Switzerland,65.0
2024-06-05,439.091,4.783126362,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-06-06,2762.0,5.47217847,Pentaari,Greece,504.375
2024-06-06,368.017,1.45622428,Wannon Water,Australia,252.72
2024-06-06,478.389,5.21120915,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-06-06,1842.96,3.69760443,Schipper Power- Three,Netherlands,498.42
2024-06-06,2705.455,5.335150858,siris-D-500kW,Greece,507.1
2024-06-06,238.77,3.673384615,Feuerwehr,Switzerland,65.0
2024-06-06,1833.685,4.369766223,MAWC,Maldives,419.63
2024-06-06,337.543,3.125398148,Nugali,Brazil,108.0
2024-06-06,179.736,1.597653333,DeCrescent 178kW PV,United States,112.5
2024-06-07,2023.06,4.05894627,Schipper Power- Three,Netherlands,498.42
2024-06-07,620.988,1.479846531,MAWC,Maldives,419.63
2024-06-07,354.048,3.856732026,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-06-07,3029.483,5.974133307,siris-D-500kW,Greece,507.1
2024-06-07,215.829,3.320446154,Feuerwehr,Switzerland,65.0
2024-06-07,382.871,3.545101852,Nugali,Brazil,108.0
2024-06-07,301.076,1.191342197,Wannon Water,Australia,252.72
2024-06-07,388.819,3.456168889,DeCrescent 178kW PV,United States,112.5
2024-06-07,3073.0,6.088343388,Pentaari,Greece,504.375
2024-06-08,415.848,4.529934641,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-06-08,3091.0,6.124005666,Pentaari,Greece,504.375
2024-06-08,163.989,2.522907692,Feuerwehr,Switzerland,65.0
2024-06-08,403.65,1.597222222,Wannon Water,Australia,252.72
2024-06-08,2970.258,5.857341747,siris-D-500kW,Greece,507.1
2024-06-08,1608.86,3.227920228,Schipper Power- Three,Netherlands,498.42
2024-06-08,355.223,3.157537778,DeCrescent 178kW PV,United States,112.5
2024-06-08,1769.416,4.216609871,MAWC,Maldives,419.63
2024-06-08,358.177,3.316453704,Nugali,Brazil,108.0
2024-06-09,3044.0,6.030887495,Pentaari,Greece,504.375
2024-06-09,287.484,3.131633987,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-06-09,2696.614,5.317716427,siris-D-500kW,Greece,507.1
2024-06-09,129.483,1.992046154,Feuerwehr,Switzerland,65.0
2024-06-09,2106.33,4.226014205,Schipper Power- Three,Netherlands,498.42
2024-06-09,1514.245,3.608524176,MAWC,Maldives,419.63
2024-06-09,377.337,3.493861111,Nugali,Brazil,108.0
2024-06-09,557.494,2.205974992,Wannon Water,Australia,252.72
2024-06-09,278.398,2.474648889,DeCrescent 178kW PV,United States,112.5
2024-06-10,450.01,1.78066635,Wannon Water,Australia,252.72
2024-06-10,262.329,4.035830769,Feuerwehr,Switzerland,65.0
2024-06-10,2874.507,5.668521002,siris-D-500kW,Greece,507.1
2024-06-10,212.164,2.311154684,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-06-10,1781.51,4.245430498,MAWC,Maldives,419.63
2024-06-10,2672.0,5.293867079,Pentaari,Greece,504.375
2024-06-10,374.297,3.465712963,Nugali,Brazil,108.0
2024-06-10,661.8,1.327795835,Schipper Power- Three,Netherlands,498.42
2024-06-10,273.827,2.434017778,DeCrescent 178kW PV,United States,112.5
2024-06-11,127.037,1.383845316,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-06-11,352.852,3.267148148,Nugali,Brazil,108.0
2024-06-11,2257.13,4.528570282,Schipper Power- Three,Netherlands,498.42
2024-06-11,217.94,1.937244444,DeCrescent 178kW PV,United States,112.5
2024-06-11,2919.0,5.783232786,Pentaari,Greece,504.375
2024-06-11,388.205,1.536107154,Wannon Water,Australia,252.72
2024-06-11,1593.281,3.796871053,MAWC,Maldives,419.63
2024-06-11,82.758,1.2732,Feuerwehr,Switzerland,65.0
2024-06-11,2988.301,5.8929225,siris-D-500kW,Greece,507.1
2024-06-12,292.404,4.498523077,Feuerwehr,Switzerland,65.0
2024-06-12,2971.0,5.886257145,Pentaari,Greece,504.375
2024-06-12,396.827,3.674324074,Nugali,Brazil,108.0
2024-06-12,244.038,0.965645774,Wannon Water,Australia,252.72
2024-06-12,412.855,3.669822222,DeCrescent 178kW PV,United States,112.5
2024-06-12,1898.068,4.523194243,MAWC,Maldives,419.63
2024-06-12,1868.05,3.747943501,Schipper Power- Three,Netherlands,498.42
2024-06-12,3178.397,6.267791363,siris-D-500kW,Greece,507.1
2024-06-12,70.511,0.768093682,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-06-13,1990.887,3.926024453,siris-D-500kW,Greece,507.1
2024-06-13,387.661,3.589453704,Nugali,Brazil,108.0
2024-06-13,1832.67,3.676959191,Schipper Power- Three,Netherlands,498.42
2024-06-13,191.131,0.756295505,Wannon Water,Australia,252.72
2024-06-13,302.451,4.653092308,Feuerwehr,Switzerland,65.0
2024-06-13,157.239,1.712843137,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-06-13,532.118,4.729937778,DeCrescent 178kW PV,United States,112.5
2024-06-13,1699.0,3.366122817,Pentaari,Greece,504.375
2024-06-13,1904.948,4.539589638,MAWC,Maldives,419.63
2024-06-14,162.195,2.495307692,Feuerwehr,Switzerland,65.0
2024-06-14,1022.36,2.051201798,Schipper Power- Three,Netherlands,498.42
2024-06-14,371.195,3.299511111,DeCrescent 178kW PV,United States,112.5
2024-06-14,3107.0,6.155705469,Pentaari,Greece,504.375
2024-06-14,367.468,3.402481481,Nugali,Brazil,108.0
2024-06-14,331.053,1.309959639,Wannon Water,Australia,252.72
2024-06-14,343.183,3.738376906,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-06-14,3120.094,6.152817985,siris-D-500kW,Greece,507.1
2024-06-14,898.565,2.141326883,MAWC,Maldives,419.63
2024-06-15,445.146,4.849084967,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-06-15,3258.253,6.425267206,siris-D-500kW,Greece,507.1
2024-06-15,221.583,3.408969231,Feuerwehr,Switzerland,65.0
2024-06-15,819.536,1.952996688,MAWC,Maldives,419.63
2024-06-15,1185.01,2.377533004,Schipper Power- Three,Netherlands,498.42
2024-06-15,584.111,2.311297088,Wannon Water,Australia,252.72
2024-06-15,380.567,3.523768519,Nugali,Brazil,108.0
2024-06-15,3147.0,6.234954976,Pentaari,Greece,504.375
2024-06-15,586.858,5.216515556,DeCrescent 178kW PV,United States,112.5
2024-06-16,1811.31,3.634103768,Schipper Power- Three,Netherlands,498.42
2024-06-16,209.372,1.93862963,Nugali,Brazil,108.0
2024-06-16,530.063,4.711671111,DeCrescent 178kW PV,United States,112.5
2024-06-16,3282.481,6.473044764,siris-D-500kW,Greece,507.1
