Date,Generated (kWh),Efficiency,System Name,Location,System Size (kW)
2024-09-07,403.926,3.740055556,Nugali,Brazil,108.0
2024-09-08,2583.523,5.094701242,siris-D-500kW,Greece,507.1
2024-09-08,736.929,2.915990028,Wannon Water,Australia,252.72
2024-09-08,51.354,0.790061538,Feuerwehr,Switzerland,65.0
2024-09-08,1460.693,3.480906989,MAWC,Maldives,419.63
2024-09-08,1467.57,2.944444444,Schipper Power- Three,Netherlands,498.42
2024-09-08,503.866,4.665425926,Nugali,Brazil,108.0
2024-09-08,272.733,2.970947712,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-08,0.0,0.000kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-09-08,587.0,1.162986518,Pentaari,Greece,504.375
2024-09-09,93.477,1.438107692,Feuerwehr,Switzerland,65.0
2024-09-09,108.328,1.180043573,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-09,888.709,3.516575657,Wannon Water,Australia,252.72
2024-09-09,1049.65,2.105954817,Schipper Power- Three,Netherlands,498.42
2024-09-09,1851.483,4.412179777,MAWC,Maldives,419.63
2024-09-09,154.472,1.430296296,Nugali,Brazil,108.0
2024-09-09,2554.879,5.038215342,siris-D-500kW,Greece,507.1
2024-09-09,0.0,0.000kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-09-09,1891.0,3.746520451,Pentaari,Greece,504.375
2024-09-10,2096.135,4.995198151,MAWC,Maldives,419.63
2024-09-10,445.44,4.124444444,Nugali,Brazil,108.0
2024-09-10,164.463,2.5302,Feuerwehr,Switzerland,65.0
2024-09-10,901.945,3.568949826,Wannon Water,Australia,252.72
2024-09-10,445.94,0.894707275,Schipper Power- Three,Netherlands,498.42
2024-09-10,806.0,1.596877569,Pentaari,Greece,504.375
2024-09-10,301.382,3.283028322,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-11,534.211,2.113845362,Wannon Water,Australia,252.72
2024-09-11,1060.69,2.128104811,Schipper Power- Three,Netherlands,498.42
2024-09-11,2540.251,4.966kWh/kW,siris-D-500kW,Greece,507.1
2024-09-11,468.895,4.342kWh/kW,Nugali,Brazil,108.0
2024-09-11,2787.0,5.521709412,Pentaari,Greece,504.375
2024-09-11,326.319,3.554673203,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-11,57.156,0.879323077,Feuerwehr,Switzerland,65.0
2024-09-11,672.393,1.602347306,MAWC,Maldives,419.63
2024-09-12,474.24,4.391kWh/kW,Nugali,Brazil,108.0
2024-09-12,611.731,2.420588003,Wannon Water,Australia,252.72
2024-09-12,1637.11,3.901317828,MAWC,Maldives,419.63
2024-09-12,10.414,0.113442266,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-12,144.201,2.218kWh/kW,Feuerwehr,Switzerland,65.0
2024-09-12,1436.56,2.882kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-09-12,3059.568,5.982kWh/kW,siris-D-500kW,Greece,507.1
2024-09-12,2957.0,5.858519817,Pentaari,Greece,504.375
2024-09-13,1633.88,3.278kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-09-13,242.0,0.479kWh/kW,Pentaari,Greece,504.375
2024-09-13,115.913,1.263kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-13,567.572,2.246kWh/kW,Wannon Water,Australia,252.72
2024-09-13,1983.576,3.878kWh/kW,siris-D-500kW,Greece,507.1
2024-09-13,1000.787,2.385kWh/kW,MAWC,Maldives,419.63
2024-09-13,124.773,1.920kWh/kW,Feuerwehr,Switzerland,65.0
2024-09-13,352.017,3.259kWh/kW,Nugali,Brazil,108.0
2024-09-14,1426.88,2.863kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-09-14,1102.714,4.363kWh/kW,Wannon Water,Australia,252.72
2024-09-14,75.472,0.699kWh/kW,Nugali,Brazil,108.0
2024-09-14,49.223,0.536kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-14,115.275,1.773kWh/kW,Feuerwehr,Switzerland,65.0
2024-09-14,1872.907,3.662kWh/kW,siris-D-500kW,Greece,507.1
2024-09-14,1732.0,3.432kWh/kW,Pentaari,Greece,504.375
2024-09-14,1940.715,4.625kWh/kW,MAWC,Maldives,419.63
2024-09-15,1033.08,2.073kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-09-15,3186.753,6.230kWh/kW,siris-D-500kW,Greece,507.1
2024-09-15,1144.365,4.528kWh/kW,Wannon Water,Australia,252.72
2024-09-15,53.088,0.492kWh/kW,Nugali,Brazil,108.0
2024-09-15,234.684,3.611kWh/kW,Feuerwehr,Switzerland,65.0
2024-09-15,174.171,1.897kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-15,2615.0,5.181kWh/kW,Pentaari,Greece,504.375
2024-09-15,1201.113,2.862kWh/kW,MAWC,Maldives,419.63
2024-09-16,106.32,1.158kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-16,1042.13,2.091kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-09-16,61.395,0.945kWh/kW,Feuerwehr,Switzerland,65.0
2024-09-16,2921.688,5.712kWh/kW,siris-D-500kW,Greece,507.1
2024-09-16,245.824,2.276kWh/kW,Nugali,Brazil,108.0
2024-09-16,54.0,0.107kWh/kW,Pentaari,Greece,504.375
2024-09-16,741.545,2.934kWh/kW,Wannon Water,Australia,252.72
2024-09-16,1919.547,4.574kWh/kW,MAWC,Maldives,419.63
2024-09-17,1134.0,2.247kWh/kW,Pentaari,Greece,504.375
2024-09-17,390.254,3.613kWh/kW,Nugali,Brazil,108.0
2024-09-17,85.667,0.933kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-17,2058.623,4.906kWh/kW,MAWC,Maldives,419.63
2024-09-17,1086.55,2.180kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-09-17,79.125,1.217kWh/kW,Feuerwehr,Switzerland,65.0
2024-09-17,1899.966,3.714kWh/kW,siris-D-500kW,Greece,507.1
2024-09-17,810.743,3.208kWh/kW,Wannon Water,Australia,252.72
2024-09-18,272.201,2.520kWh/kW,Nugali,Brazil,108.0
2024-09-18,199.704,3.072kWh/kW,Feuerwehr,Switzerland,65.0
2024-09-18,962.097,2.293kWh/kW,MAWC,Maldives,419.63
2024-09-18,1262.2,2.532kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-09-18,243.047,2.648kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-18,1154.9,4.570kWh/kW,Wannon Water,Australia,252.72
2024-09-18,648.0,1.284kWh/kW,Pentaari,Greece,504.375
2024-09-18,563.792,1.102kWh/kW,siris-D-500kW,Greece,507.1
2024-09-19,1438.0,2.849kWh/kW,Pentaari,Greece,504.375
2024-09-19,164.671,1.464kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-09-19,114.337,1.059kWh/kW,Nugali,Brazil,108.0
2024-09-19,226.785,2.470kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-19,173.433,2.668kWh/kW,Feuerwehr,Switzerland,65.0
2024-09-19,1502.304,3.580kWh/kW,MAWC,Maldives,419.63
2024-09-19,1004.352,3.974kWh/kW,Wannon Water,Australia,252.72
2024-09-19,2125.466,4.155kWh/kW,siris-D-500kW,Greece,507.1
2024-09-19,1160.72,2.329kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-09-20,1013.111,4.009kWh/kW,Wannon Water,Australia,252.72
2024-09-20,503.453,4.475kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-09-20,252.0,0.499kWh/kW,Pentaari,Greece,504.375
2024-09-20,118.731,1.099kWh/kW,Nugali,Brazil,108.0
2024-09-20,201.663,3.103kWh/kW,Feuerwehr,Switzerland,65.0
2024-09-20,270.481,2.946kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-20,2567.08,5.019kWh/kW,siris-D-500kW,Greece,507.1
2024-09-20,1033.816,2.464kWh/kW,MAWC,Maldives,419.63
2024-09-20,1397.1,2.803kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-09-21,517.572,4.792kWh/kW,Nugali,Brazil,108.0
2024-09-21,2088.0,4.137kWh/kW,Pentaari,Greece,504.375
2024-09-21,775.126,3.067kWh/kW,Wannon Water,Australia,252.72
2024-09-21,197.169,3.033kWh/kW,Feuerwehr,Switzerland,65.0
2024-09-21,1358.1,2.725kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-09-21,2847.967,5.568kWh/kW,siris-D-500kW,Greece,507.1
2024-09-21,605.876,5.386kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-09-21,258.569,2.817kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-21,377.482,0.900kWh/kW,MAWC,Maldives,419.63
2024-09-22,2979.65,5.825kWh/kW,siris-D-500kW,Greece,507.1
2024-09-22,1119.5,2.246kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-09-22,506.025,4.685kWh/kW,Nugali,Brazil,108.0
2024-09-22,1247.059,2.972kWh/kW,MAWC,Maldives,419.63
2024-09-22,159.687,2.457kWh/kW,Feuerwehr,Switzerland,65.0
2024-09-22,283.428,3.087kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-22,2880.0,5.706kWh/kW,Pentaari,Greece,504.375
2024-09-22,996.435,3.943kWh/kW,Wannon Water,Australia,252.72
2024-09-22,555.164,4.935kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-09-23,1916.68,4.568kWh/kW,MAWC,Maldives,419.63
2024-09-23,2991.297,5.848kWh/kW,siris-D-500kW,Greece,507.1
2024-09-23,396.984,3.676kWh/kW,Nugali,Brazil,108.0
2024-09-23,78.234,1.204kWh/kW,Feuerwehr,Switzerland,65.0
2024-09-23,895.17,1.796kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-09-23,287.729,3.134kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-23,2863.0,5.672kWh/kW,Pentaari,Greece,504.375
2024-09-23,772.004,3.055kWh/kW,Wannon Water,Australia,252.72
2024-09-23,341.66,3.037kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-09-24,381.154,3.529kWh/kW,Nugali,Brazil,108.0
2024-09-24,714.898,2.829kWh/kW,Wannon Water,Australia,252.72
2024-09-24,757.84,1.520kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-09-24,2443.381,4.777kWh/kW,siris-D-500kW,Greece,507.1
2024-09-24,2359.0,4.674kWh/kW,Pentaari,Greece,504.375
2024-09-24,588.237,5.229kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-09-24,164.835,2.536kWh/kW,Feuerwehr,Switzerland,65.0
2024-09-24,214.667,2.338kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-24,1999.483,4.765kWh/kW,MAWC,Maldives,419.63
2024-09-25,607.44,1.219kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-09-25,2877.881,5.626kWh/kW,siris-D-500kW,Greece,507.1
2024-09-25,335.327,1.327kWh/kW,Wannon Water,Australia,252.72
2024-09-25,236.824,2.580kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-25,2672.0,5.294kWh/kW,Pentaari,Greece,504.375
2024-09-25,137.481,2.115kWh/kW,Feuerwehr,Switzerland,65.0
2024-09-25,116.303,1.034kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-09-25,465.124,4.307kWh/kW,Nugali,Brazil,108.0
2024-09-25,1741.528,4.150kWh/kW,MAWC,Maldives,419.63
2024-09-26,222.227,2.421kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-26,1159.714,4.589kWh/kW,Wannon Water,Australia,252.72
2024-09-26,98.649,0.877kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-09-26,189.577,1.755kWh/kW,Nugali,Brazil,108.0
2024-09-26,821.42,1.648kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-09-26,645.482,1.538kWh/kW,MAWC,Maldives,419.63
2024-09-26,35.382,0.544kWh/kW,Feuerwehr,Switzerland,65.0
2024-09-26,2767.0,5.482kWh/kW,Pentaari,Greece,504.375
2024-09-26,2851.743,5.575kWh/kW,siris-D-500kW,Greece,507.1
2024-09-27,634.73,5.642kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-09-27,54.273,0.835kWh/kW,Feuerwehr,Switzerland,65.0
2024-09-27,91.52,0.997kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-27,511.075,1.218kWh/kW,MAWC,Maldives,419.63
2024-09-27,300.23,0.602kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-09-27,2879.194,5.629kWh/kW,siris-D-500kW,Greece,507.1
2024-09-27,528.044,4.889kWh/kW,Nugali,Brazil,108.0
2024-09-27,1505.531,5.957kWh/kW,Wannon Water,Australia,252.72
2024-09-27,2774.0,5.496kWh/kW,Pentaari,Greece,504.375
2024-09-28,728.556,6.476kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-09-28,57.833,0.630kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-28,0.954,0.009kWh/kW,Nugali,Brazil,108.0
2024-09-28,1144.34,2.296kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-09-28,2688.0,5.326kWh/kW,Pentaari,Greece,504.375
2024-09-28,2854.589,5.581kWh/kW,siris-D-500kW,Greece,507.1
2024-09-28,1287.409,5.094kWh/kW,Wannon Water,Australia,252.72
2024-09-28,61.227,0.942kWh/kW,Feuerwehr,Switzerland,65.0
2024-09-28,1652.26,3.937kWh/kW,MAWC,Maldives,419.63
2024-09-29,1973.0,3.909kWh/kW,Pentaari,Greece,504.375
2024-09-29,2055.149,4.018kWh/kW,siris-D-500kW,Greece,507.1
2024-09-29,1173.238,4.642kWh/kW,Wannon Water,Australia,252.72
2024-09-29,257.196,2.802kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-29,1132.16,2.271kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-09-29,618.564,5.498kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-09-29,168.195,2.588kWh/kW,Feuerwehr,Switzerland,65.0
2024-09-29,1226.311,2.922kWh/kW,MAWC,Maldives,419.63
2024-09-30,594.026,5.280kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-09-30,487.42,0.978kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-09-30,1577.823,3.760kWh/kW,MAWC,Maldives,419.63
2024-09-30,287.98,3.137kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-09-30,558.721,5.173kWh/kW,Nugali,Brazil,108.0
2024-09-30,3084.847,6.031kWh/kW,siris-D-500kW,Greece,507.1
2024-09-30,2963.0,5.870kWh/kW,Pentaari,Greece,504.375
2024-09-30,128.496,1.977kWh/kW,Feuerwehr,Switzerland,65.0
2024-09-30,1368.557,5.415kWh/kW,Wannon Water,Australia,252.72
2024-10-01,457.669,4.068kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-10-01,1412.853,5.591kWh/kW,Wannon Water,Australia,252.72
2024-10-01,527.909,4.888kWh/kW,Nugali,Brazil,108.0
2024-10-01,224.0,2.440kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-10-01,3098.772,6.058kWh/kW,siris-D-500kW,Greece,507.1
2024-10-01,2987.0,5.918kWh/kW,Pentaari,Greece,504.375
2024-10-01,43.758,0.673kWh/kW,Feuerwehr,Switzerland,65.0
2024-10-01,221.92,0.445kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-10-01,1501.92,3.579kWh/kW,MAWC,Maldives,419.63
2024-10-02,320.154,2.846kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-10-02,1548.083,6.126kWh/kW,Wannon Water,Australia,252.72
2024-10-02,346.39,0.695kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-10-02,29.996,0.327kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-10-02,71.561,0.663kWh/kW,Nugali,Brazil,108.0
2024-10-02,2872.0,5.690kWh/kW,Pentaari,Greece,504.375
2024-10-02,96.39,1.483kWh/kW,Feuerwehr,Switzerland,65.0
2024-10-02,2964.281,5.795kWh/kW,siris-D-500kW,Greece,507.1
2024-10-02,1909.461,4.550kWh/kW,MAWC,Maldives,419.63
2024-10-03,1921.915,4.580kWh/kW,MAWC,Maldives,419.63
2024-10-03,1567.693,6.203kWh/kW,Wannon Water,Australia,252.72
2024-10-03,1131.24,2.270kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-10-03,88.353,1.359kWh/kW,Feuerwehr,Switzerland,65.0
2024-10-03,2838.323,5.549kWh/kW,siris-D-500kW,Greece,507.1
2024-10-03,31.788,0.346kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-10-03,123.539,1.098kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-10-03,2437.0,4.828kWh/kW,Pentaari,Greece,504.375
2024-10-03,118.784,1.100kWh/kW,Nugali,Brazil,108.0
2024-10-04,55.293,0.851kWh/kW,Feuerwehr,Switzerland,65.0
2024-10-04,1161.14,2.330kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-10-04,293.0,0.581kWh/kW,Pentaari,Greece,504.375
2024-10-04,1319.742,5.222kWh/kW,Wannon Water,Australia,252.72
2024-10-04,409.684,3.642kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-10-04,1023.612,2.439kWh/kW,MAWC,Maldives,419.63
2024-10-04,201.752,1.868kWh/kW,Nugali,Brazil,108.0
2024-10-04,67.062,0.731kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-10-04,2427.581,4.746kWh/kW,siris-D-500kW,Greece,507.1
2024-10-05,570.368,5.281kWh/kW,Nugali,Brazil,108.0
2024-10-05,109.839,1.690kWh/kW,Feuerwehr,Switzerland,65.0
2024-10-05,687.0,1.361kWh/kW,Pentaari,Greece,504.375
2024-10-05,125.591,1.368kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-10-05,1020.659,2.432kWh/kW,MAWC,Maldives,419.63
2024-10-05,485.099,4.312kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-10-05,730.967,2.892kWh/kW,Wannon Water,Australia,252.72
2024-10-05,1172.13,2.352kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-10-05,726.526,1.420kWh/kW,siris-D-500kW,Greece,507.1
2024-10-06,1023.45,2.439kWh/kW,MAWC,Maldives,419.63
2024-10-06,1228.132,4.860kWh/kW,Wannon Water,Australia,252.72
2024-10-06,2187.0,4.333kWh/kW,Pentaari,Greece,504.375
2024-10-06,95.337,1.467kWh/kW,Feuerwehr,Switzerland,65.0
2024-10-06,2655.848,5.192kWh/kW,siris-D-500kW,Greece,507.1
2024-10-06,558.132,4.961kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-10-06,617.847,5.721kWh/kW,Nugali,Brazil,108.0
2024-10-06,215.397,2.346kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-10-06,912.77,1.831kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-10-07,2913.824,5.697kWh/kW,siris-D-500kW,Greece,507.1
2024-10-07,1139.021,4.507kWh/kW,Wannon Water,Australia,252.72
2024-10-07,433.104,4.010kWh/kW,Nugali,Brazil,108.0
2024-10-07,114.027,1.754kWh/kW,Feuerwehr,Switzerland,65.0
2024-10-07,2812.0,5.571kWh/kW,Pentaari,Greece,504.375
2024-10-07,399.02,3.547kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-10-07,231.122,2.518kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-10-07,1510.211,3.599kWh/kW,MAWC,Maldives,419.63
2024-10-07,935.84,1.878kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-10-08,412.254,3.817kWh/kW,Nugali,Brazil,108.0
2024-10-08,2713.077,5.304kWh/kW,siris-D-500kW,Greece,507.1
2024-10-08,1379.824,3.288kWh/kW,MAWC,Maldives,419.63
2024-10-08,685.87,1.376kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-10-08,123.61,1.347kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-10-08,502.487,4.467kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-10-08,1554.522,6.151kWh/kW,Wannon Water,Australia,252.72
2024-10-08,26.355,0.405kWh/kW,Feuerwehr,Switzerland,65.0
2024-10-08,2676.0,5.302kWh/kW,Pentaari,Greece,504.375
2024-10-09,1669.764,6.607kWh/kW,Wannon Water,Australia,252.72
2024-10-09,348.567,3.098kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-10-09,76.782,0.711kWh/kW,Nugali,Brazil,108.0
2024-10-09,123.765,1.904kWh/kW,Feuerwehr,Switzerland,65.0
2024-10-09,1844.923,3.607kWh/kW,siris-D-500kW,Greece,507.1
2024-10-09,496.07,0.995kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-10-09,1123.206,2.677kWh/kW,MAWC,Maldives,419.63
2024-10-09,1610.0,3.190kWh/kW,Pentaari,Greece,504.375
2024-10-09,200.379,2.183kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-10-10,84.678,0.922kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-10-10,2178.8,4.260kWh/kW,siris-D-500kW,Greece,507.1
2024-10-10,432.995,3.849kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-10-10,108.258,1.666kWh/kW,Feuerwehr,Switzerland,65.0
2024-10-10,702.76,1.410kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-10-10,921.629,2.196kWh/kW,MAWC,Maldives,419.63
2024-10-10,2390.0,4.735kWh/kW,Pentaari,Greece,504.375
2024-10-10,1630.526,6.452kWh/kW,Wannon Water,Australia,252.72
2024-10-10,109.683,1.016kWh/kW,Nugali,Brazil,108.0
2024-10-11,509.379,4.528kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-10-11,861.13,1.728kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-10-11,1564.667,3.059kWh/kW,siris-D-500kW,Greece,507.1
2024-10-11,1081.0,2.142kWh/kW,Pentaari,Greece,504.375
2024-10-11,111.033,1.708kWh/kW,Feuerwehr,Switzerland,65.0
2024-10-11,170.662,1.580kWh/kW,Nugali,Brazil,108.0
2024-10-11,152.988,1.667kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-10-11,1183.699,4.684kWh/kW,Wannon Water,Australia,252.72
2024-10-11,481.211,1.147kWh/kW,MAWC,Maldives,419.63
2024-10-12,526.708,4.877kWh/kW,Nugali,Brazil,108.0
2024-10-12,1933.135,3.779kWh/kW,siris-D-500kW,Greece,507.1
2024-10-12,191.407,2.085kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-10-12,1683.774,6.663kWh/kW,Wannon Water,Australia,252.72
2024-10-12,1472.813,3.510kWh/kW,MAWC,Maldives,419.63
2024-10-12,554.698,4.931kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-10-12,2078.0,4.117kWh/kW,Pentaari,Greece,504.375
2024-10-12,50.278,1.006kWh/kW,Wray Farms,United Kingdom,50.0
2024-10-12,563.04,1.130kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-10-12,81.84,1.259kWh/kW,Feuerwehr,Switzerland,65.0
2024-10-13,2447.0,4.848kWh/kW,Pentaari,Greece,504.375
2024-10-13,131.807,1.436kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-10-13,1875.337,3.666kWh/kW,siris-D-500kW,Greece,507.1
2024-10-13,46.109,0.410kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-10-13,740.11,1.485kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-10-13,91.065,1.401kWh/kW,Feuerwehr,Switzerland,65.0
2024-10-13,1263.958,3.012kWh/kW,MAWC,Maldives,419.63
2024-10-13,1090.949,4.317kWh/kW,Wannon Water,Australia,252.72
2024-10-13,361.34,3.346kWh/kW,Nugali,Brazil,108.0
2024-10-13,75.698,1.514kWh/kW,Wray Farms,United Kingdom,50.0
2024-10-14,92.955,1.430kWh/kW,Feuerwehr,Switzerland,65.0
2024-10-14,1421.501,5.625kWh/kW,Wannon Water,Australia,252.72
2024-10-14,541.14,1.086kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-10-14,218.134,2.020kWh/kW,Nugali,Brazil,108.0
2024-10-14,88.995,0.969kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-10-14,88.14,0.783kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-10-14,2361.0,4.678kWh/kW,Pentaari,Greece,504.375
2024-10-14,109.237,2.185kWh/kW,Wray Farms,United Kingdom,50.0
2024-10-14,1952.772,4.654kWh/kW,MAWC,Maldives,419.63
2024-10-14,2395.881,4.684kWh/kW,siris-D-500kW,Greece,507.1
2024-10-15,30.744,0.615kWh/kW,Wray Farms,United Kingdom,50.0
2024-10-15,137.461,1.273kWh/kW,Nugali,Brazil,108.0
2024-10-15,906.62,1.819kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-10-15,2651.098,5.183kWh/kW,siris-D-500kW,Greece,507.1
2024-10-15,49.416,0.760kWh/kW,Feuerwehr,Switzerland,65.0
2024-10-15,2543.0,5.038kWh/kW,Pentaari,Greece,504.375
2024-10-15,350.75,3.118kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-10-15,169.468,1.846kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-10-15,890.632,3.524kWh/kW,Wannon Water,Australia,252.72
2024-10-15,1804.574,4.300kWh/kW,MAWC,Maldives,419.63
2024-10-16,39.162,0.602kWh/kW,Feuerwehr,Switzerland,65.0
2024-10-16,679.017,6.287kWh/kW,Nugali,Brazil,108.0
2024-10-16,343.339,3.052kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-10-16,2013.159,4.797kWh/kW,MAWC,Maldives,419.63
2024-10-16,2671.162,5.222kWh/kW,siris-D-500kW,Greece,507.1
2024-10-16,30.12,0.602kWh/kW,Wray Farms,United Kingdom,50.0
2024-10-16,92.842,1.011kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-10-16,2578.0,5.108kWh/kW,Pentaari,Greece,504.375
2024-10-16,1376.354,5.446kWh/kW,Wannon Water,Australia,252.72
2024-10-16,702.14,1.409kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-10-17,66.734,0.727kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-10-17,1174.485,2.296kWh/kW,siris-D-500kW,Greece,507.1
2024-10-17,531.931,4.728kWh/kW,DeCrescent 178kW PV,United States,112.5
2024-10-17,323.71,0.649kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-10-17,1924.398,4.586kWh/kW,MAWC,Maldives,419.63
2024-10-17,717.0,1.421kWh/kW,Pentaari,Greece,504.375
2024-10-17,112.664,2.253kWh/kW,Wray Farms,United Kingdom,50.0
2024-10-17,87.159,1.341kWh/kW,Feuerwehr,Switzerland,65.0
2024-10-17,801.604,3.172kWh/kW,Wannon Water,Australia,252.72
2024-10-17,487.036,4.510kWh/kW,Nugali,Brazil,108.0
2024-10-18,25.901,0.282kWh/kW,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
2024-10-18,373.21,0.749kWh/kW,Schipper Power- Three,Netherlands,498.42
2024-10-18,99.598,1.992kWh/kW,Wray Farms,United Kingdom,50.0
