time,shortwave_radiation_sum (MJ/m²),cloud_cover_mean (%),temperature_2m_mean (°C),System Name
3/1/2025,7.69,71,4.7,Schipper Power- Three
3/2/2025,10.88,43,2.5,Schipper Power- Three
3/3/2025,11.58,50,2,Schipper Power- Three
3/4/2025,10.42,59,2.5,Schipper Power- Three
3/5/2025,12.98,2,5.9,Schipper Power- Three
3/6/2025,12.42,13,7.6,Schipper Power- Three
3/7/2025,12.76,14,10.1,Schipper Power- Three
3/8/2025,13.36,12,10.6,Schipper Power- Three
3/9/2025,13.28,31,10.2,Schipper Power- Three
3/10/2025,13.6,26,7.6,Schipper Power- Three
3/11/2025,7.4,91,6.1,Schipper Power- Three
3/12/2025,11.7,46,4.9,Schipper Power- Three
3/13/2025,12.49,24,3.6,Schipper Power- Three
3/14/2025,13.24,34,3.6,Schipper Power- Three
3/15/2025,11.55,51,3.6,Schipper Power- Three
3/16/2025,12.93,35,3.7,Schipper Power- Three
3/17/2025,15.21,32,5.2,Schipper Power- Three
3/18/2025,16.09,0,4.2,Schipper Power- Three
3/19/2025,16.02,0,7.3,Schipper Power- Three
3/20/2025,15.54,14,10.3,Schipper Power- Three
3/21/2025,15.97,52,12.9,Schipper Power- Three
3/22/2025,13.82,74,14.3,Schipper Power- Three
3/23/2025,12.24,64,11.9,Schipper Power- Three
3/24/2025,14.54,58,9.4,Schipper Power- Three
3/25/2025,12.16,74,8.2,Schipper Power- Three
3/26/2025,10.56,67,8.3,Schipper Power- Three
3/27/2025,17.12,34,7.4,Schipper Power- Three
3/28/2025,12.47,47,8.3,Schipper Power- Three
3/29/2025,15.88,61,8.3,Schipper Power- Three
3/30/2025,NaN,NaN,NaN,Schipper Power- Three
