Date,Generated,Efficiency
3/8/2024,524.873,3.427406295
3/7/2024,592.041,3.866011493
3/6/2024,637.442,4.162478778
3/5/2024,604.364,3.946480345
3/4/2024,508.572,3.320961212
3/3/2024,0,0
3/2/2024,512.948,3.349536372
3/1/2024,565.916,3.695415959
2/29/2024,465.064,3.036855165
2/28/2024,521.61,3.406098994
2/27/2024,525.414,3.43093901
2/26/2024,487.454,3.183061251
2/25/2024,0,0
2/24/2024,547.702,3.576479039
2/23/2024,585.839,3.825512603
2/22/2024,501.478,3.274637587
2/21/2024,545.559,3.562485308
2/20/2024,574.142,3.749131514
2/19/2024,538.73,3.517892125
2/18/2024,0,0
2/17/2024,396.014,2.585960559
2/16/2024,395.901,2.585222672
2/15/2024,494.297,3.227745853
2/14/2024,523.813,3.420484524
2/13/2024,555.174,3.625270994
2/12/2024,143.796,0.938983936
2/11/2024,0,0
2/10/2024,355.3,2.320099256
2/9/2024,525.83,3.433655479
2/8/2024,508.371,3.319648687
2/7/2024,525.191,3.429482826
2/6/2024,525.766,3.43323756
2/5/2024,524.545,3.425264464
2/4/2024,444.584,2.903121327
2/3/2024,458.793,2.995905707
2/2/2024,492.147,3.213706412
2/1/2024,451.547,2.948589526
1/31/2024,401.362,2.620882852
1/30/2024,361.826,2.362713857
1/29/2024,407.158,2.658730573
