Date,Generated,Efficiency,System Name,Location,System Size (kW)
4/26/2024,140.882kWh,2.818kWh/kW,Wray Farms,United Kingdom,50
4/25/2024,77.858kWh,1.557kWh/kW,Wray Farms,United Kingdom,50
4/24/2024,117.629kWh,2.353kWh/kW,Wray Farms,United Kingdom,50
4/23/2024,103.849kWh,2.077kWh/kW,Wray Farms,United Kingdom,50
4/22/2024,97.196kWh,1.944kWh/kW,Wray Farms,United Kingdom,50
4/21/2024,169.757kWh,3.395kWh/kW,Wray Farms,United Kingdom,50
4/20/2024,130.992kWh,2.620kWh/kW,Wray Farms,United Kingdom,50
4/19/2024,170.940kWh,3.419kWh/kW,Wray Farms,United Kingdom,50
4/18/2024,144.757kWh,2.895kWh/kW,Wray Farms,United Kingdom,50
4/17/2024,187.167kWh,3.743kWh/kW,Wray Farms,United Kingdom,50
4/16/2024,127.845kWh,2.557kWh/kW,Wray Farms,United Kingdom,50
4/15/2024,189.902kWh,3.798kWh/kW,Wray Farms,United Kingdom,50
4/14/2024,209.559kWh,4.191kWh/kW,Wray Farms,United Kingdom,50
4/13/2024,153.813kWh,3.076kWh/kW,Wray Farms,United Kingdom,50
4/12/2024,162.592kWh,3.252kWh/kW,Wray Farms,United Kingdom,50
4/11/2024,143.540kWh,2.871kWh/kW,Wray Farms,United Kingdom,50
4/10/2024,107.193kWh,2.144kWh/kW,Wray Farms,United Kingdom,50
4/9/2024,116.792kWh,2.336kWh/kW,Wray Farms,United Kingdom,50
4/8/2024,142.553,2.85106,Wray Farms,United Kingdom,50
4/7/2024,153.523,3.07046,Wray Farms,United Kingdom,50
4/6/2024,137.537,2.75074,Wray Farms,United Kingdom,50
4/5/2024,141.413,2.82826,Wray Farms,United Kingdom,50
4/4/2024,61.849,1.23698,Wray Farms,United Kingdom,50
4/3/2024,76.053,1.52106,Wray Farms,United Kingdom,50
4/2/2024,158.879,3.17758,Wray Farms,United Kingdom,50
4/1/2024,100.743,2.01486,Wray Farms,United Kingdom,50
3/31/2024,105.905,2.1181,Wray Farms,United Kingdom,50
3/30/2024,176.919,3.53838,Wray Farms,United Kingdom,50
3/29/2024,147.124,2.94248,Wray Farms,United Kingdom,50
3/28/2024,103.657,2.07314,Wray Farms,United Kingdom,50
3/27/2024,145.188,2.90376,Wray Farms,United Kingdom,50
3/26/2024,151.656,3.03312,Wray Farms,United Kingdom,50
3/25/2024,74.782,1.49564,Wray Farms,United Kingdom,50
3/24/2024,137.928,2.75856,Wray Farms,United Kingdom,50
3/23/2024,165.429,3.30858,Wray Farms,United Kingdom,50
3/22/2024,127.546,2.55092,Wray Farms,United Kingdom,50
3/21/2024,84.686,1.69372,Wray Farms,United Kingdom,50
3/20/2024,62.753,1.25506,Wray Farms,United Kingdom,50
3/19/2024,107.541,2.15082,Wray Farms,United Kingdom,50
3/18/2024,133.387,2.66774,Wray Farms,United Kingdom,50
3/17/2024,77.256,1.54512,Wray Farms,United Kingdom,50
3/16/2024,128.698,2.57396,Wray Farms,United Kingdom,50
3/15/2024,108.757,2.17514,Wray Farms,United Kingdom,50
3/14/2024,70.462,1.40924,Wray Farms,United Kingdom,50
3/13/2024,70.31,1.4062,Wray Farms,United Kingdom,50
3/12/2024,46.296,0.92592,Wray Farms,United Kingdom,50
3/11/2024,20.533,0.41066,Wray Farms,United Kingdom,50
3/10/2024,21.455,0.4291,Wray Farms,United Kingdom,50
3/9/2024,157.545,3.1509,Wray Farms,United Kingdom,50
3/8/2024,142.501,2.85002,Wray Farms,United Kingdom,50
3/7/2024,32.051,0.64102,Wray Farms,United Kingdom,50
3/6/2024,84.582,1.69164,Wray Farms,United Kingdom,50
3/5/2024,42.5,0.85,Wray Farms,United Kingdom,50
3/4/2024,122.318,2.44636,Wray Farms,United Kingdom,50
3/3/2024,77.301,1.54602,Wray Farms,United Kingdom,50
3/2/2024,77.794,1.55588,Wray Farms,United Kingdom,50
3/1/2024,54.139,1.08278,Wray Farms,United Kingdom,50
2/29/2024,31.899,0.63798,Wray Farms,United Kingdom,50
2/28/2024,48.578kWh,0.97156,Wray Farms,United Kingdom,50
2/27/2024,60.117kWh,1.20234,Wray Farms,United Kingdom,50
2/26/2024,110.836kWh,2.21672,Wray Farms,United Kingdom,50
2/25/2024,112.493kWh,2.24986,Wray Farms,United Kingdom,50
2/24/2024,135.737kWh,2.71474,Wray Farms,United Kingdom,50
2/23/2024,115.487kWh,2.30974,Wray Farms,United Kingdom,50
2/22/2024,16.190kWh,0.3238,Wray Farms,United Kingdom,50
2/21/2024,20.736kWh,0.41472,Wray Farms,United Kingdom,50
2/20/2024,78.720kWh,1.5744,Wray Farms,United Kingdom,50
2/19/2024,111.093kWh,2.22186,Wray Farms,United Kingdom,50
2/18/2024,59.312kWh,1.18624,Wray Farms,United Kingdom,50
2/17/2024,33.282kWh,0.66564,Wray Farms,United Kingdom,50
2/16/2024,84.512kWh,1.69024,Wray Farms,United Kingdom,50
2/15/2024,54.174kWh,1.08348,Wray Farms,United Kingdom,50
2/14/2024,47.613kWh,0.95226,Wray Farms,United Kingdom,50
2/13/2024,29.120kWh,0.5824,Wray Farms,United Kingdom,50
2/12/2024,128.606kWh,2.57212,Wray Farms,United Kingdom,50
2/11/2024,39.171kWh,0.78342,Wray Farms,United Kingdom,50
2/10/2024,16.881kWh,0.33762,Wray Farms,United Kingdom,50
2/9/2024,21.387kWh,0.42774,Wray Farms,United Kingdom,50
2/8/2024,9.990kWh,0.1998,Wray Farms,United Kingdom,50
2/7/2024,49.389kWh,0.98778,Wray Farms,United Kingdom,50
2/6/2024,26.011kWh,0.52022,Wray Farms,United Kingdom,50
2/5/2024,27.416kWh,0.54832,Wray Farms,United Kingdom,50
2/4/2024,41.120kWh,0.8224,Wray Farms,United Kingdom,50
2/3/2024,47.971kWh,0.95942,Wray Farms,United Kingdom,50
2/2/2024,70.661kWh,1.41322,Wray Farms,United Kingdom,50
2/1/2024,90.722kWh,1.81444,Wray Farms,United Kingdom,50
1/31/2024,34.361kWh,0.68722,Wray Farms,United Kingdom,50
1/30/2024,26.828kWh,0.53656,Wray Farms,United Kingdom,50
1/29/2024,22.285kWh,0.4457,Wray Farms,United Kingdom,50
1/28/2024,69.366kWh,1.38732,Wray Farms,United Kingdom,50
1/27/2024,51.521kWh,1.03042,Wray Farms,United Kingdom,50
1/26/2024,97.289kWh,1.94578,Wray Farms,United Kingdom,50
1/25/2024,25.795kWh,0.5159,Wray Farms,United Kingdom,50
1/24/2024,39.633kWh,0.79266,Wray Farms,United Kingdom,50
1/23/2024,8.750kWh,0.175,Wray Farms,United Kingdom,50
1/22/2024,61.755kWh,1.2351,Wray Farms,United Kingdom,50
1/21/2024,34.995kWh,0.6999,Wray Farms,United Kingdom,50
1/20/2024,20.058kWh,0.40116,Wray Farms,United Kingdom,50
1/19/2024,84.876,1.69752,Wray Farms,United Kingdom,50
1/18/2024,88.427,1.76854,Wray Farms,United Kingdom,50
1/17/2024,53.323,1.06646,Wray Farms,United Kingdom,50
1/16/2024,46.111,0.92222,Wray Farms,United Kingdom,50
1/15/2024,88.244,1.76488,Wray Farms,United Kingdom,50
1/14/2024,28.957,0.57914,Wray Farms,United Kingdom,50
1/13/2024,74.688,1.49376,Wray Farms,United Kingdom,50
1/12/2024,15.106,0.30212,Wray Farms,United Kingdom,50
1/11/2024,9.74,0.1948,Wray Farms,United Kingdom,50
1/10/2024,28.788,0.57576,Wray Farms,United Kingdom,50
1/9/2024,81.959,1.63918,Wray Farms,United Kingdom,50
1/8/2024,7.478,0.14956,Wray Farms,United Kingdom,50
1/7/2024,31.656,0.63312,Wray Farms,United Kingdom,50
1/6/2024,32.203,0.64406,Wray Farms,United Kingdom,50
1/5/2024,19.636,0.39272,Wray Farms,United Kingdom,50
1/4/2024,41.226,0.82452,Wray Farms,United Kingdom,50
1/3/2024,24.054,0.48108,Wray Farms,United Kingdom,50
1/2/2024,3.054,0.06108,Wray Farms,United Kingdom,50
1/1/2024,42.578,0.85156,Wray Farms,United Kingdom,50
12/31/2023,23.775,0.4755,Wray Farms,United Kingdom,50
12/30/2023,9.8,0.196,Wray Farms,United Kingdom,50
12/29/2023,33.55,0.671,Wray Farms,United Kingdom,50
12/28/2023,24.289,0.48578,Wray Farms,United Kingdom,50
12/27/2023,2.788,0.05576,Wray Farms,United Kingdom,50
12/26/2023,43.366,0.86732,Wray Farms,United Kingdom,50
12/25/2023,14.522,0.29044,Wray Farms,United Kingdom,50
12/24/2023,10.219,0.20438,Wray Farms,United Kingdom,50
12/23/2023,33.075,0.6615,Wray Farms,United Kingdom,50
12/22/2023,15.353,0.30706,Wray Farms,United Kingdom,50
12/21/2023,33.387,0.66774,Wray Farms,United Kingdom,50
12/20/2023,13.668,0.27336,Wray Farms,United Kingdom,50
12/19/2023,7.323,0.14646,Wray Farms,United Kingdom,50
12/18/2023,30.674,0.61348,Wray Farms,United Kingdom,50
12/17/2023,30.836,0.61672,Wray Farms,United Kingdom,50
12/16/2023,69.429,1.38858,Wray Farms,United Kingdom,50
12/15/2023,19.822,0.39644,Wray Farms,United Kingdom,50
12/14/2023,29.79,0.5958,Wray Farms,United Kingdom,50
12/13/2023,10.249,0.20498,Wray Farms,United Kingdom,50
12/12/2023,14.306,0.28612,Wray Farms,United Kingdom,50
12/11/2023,16.443,0.32886,Wray Farms,United Kingdom,50
12/10/2023,7.707kWh,0.15414,Wray Farms,United Kingdom,50
12/9/2023,16.430kWh,0.3286,Wray Farms,United Kingdom,50
12/8/2023,46.977kWh,0.93954,Wray Farms,United Kingdom,50
12/7/2023,7.994kWh,0.15988,Wray Farms,United Kingdom,50
12/6/2023,69.354kWh,1.38708,Wray Farms,United Kingdom,50
