Date,Generated,Efficiency
6/24/2024,340.917,0.812422849
6/23/2024,971.695,2.315599457
6/22/2024,676.304,1.611667421
6/21/2024,725.981,1.730050282
6/20/2024,1973.43,4.702785787
6/19/2024,1916.857,4.567969402
6/18/2024,1942.198,4.628358316
6/17/2024,1566.839,3.733858399
6/16/2024,499.485,1.190298596
6/15/2024,819.536,1.952996688
6/14/2024,898.565,2.141326883
6/13/2024,1904.948,4.539589638
6/12/2024,1898.068,4.523194243
6/11/2024,1593.281,3.796871053
6/10/2024,1781.51,4.245430498
6/9/2024,1514.245,3.608524176
6/8/2024,1769.416,4.216609871
6/7/2024,620.988,1.479846531
6/6/2024,1833.685,4.369766223
6/5/2024,1420.306,3.384662679
6/4/2024,2098.369,5.000521888
6/3/2024,1985.485,4.731513476
6/2/2024,1705.329,4.063887234
6/1/2024,2017.444,4.807673427
5/31/2024,1060.494,2.527212068
5/30/2024,1387.684,3.306922765
5/29/2024,913.337,2.176529323
5/28/2024,1057.864,2.520944642
5/27/2024,1303.899,3.107258776
5/26/2024,1494.841,3.56228344
5/25/2024,1742.355,4.152122108
5/24/2024,1009.07,2.404666015
5/23/2024,1168.588,2.784805662
5/22/2024,423.592,1.009441651
5/21/2024,1457.823,3.474067631
5/20/2024,1556.683,3.709656126
5/19/2024,974.629,2.32259133
5/18/2024,1304.524,3.108748183
5/17/2024,836.642,1.993761171
5/16/2024,1527.537,3.6401997
