Date,Generated,Efficiency
8/2/2024,2168.44,4.350627984
8/1/2024,1175.4,2.358252077
7/31/2024,1992.34,3.997311504
7/30/2024,2354.49,4.723907548
7/29/2024,2485.52,4.986798283
7/28/2024,1812.03,3.635548333
7/27/2024,1932.89,3.878034589
7/26/2024,1705.27,3.421351471
7/25/2024,1213.24,2.434171983
7/24/2024,2404.5,4.824244613
7/23/2024,1773.37,3.557983227
7/22/2024,1808.11,3.62768348
7/21/2024,996.53,1.999378035
7/20/2024,2352.83,4.720577023
7/19/2024,1801.82,3.615063601
7/18/2024,2397.46,4.810119979
7/17/2024,2110.36,4.234099755
7/16/2024,1618.51,3.247281409
7/15/2024,2177.19,4.36818346
7/14/2024,1218.38,2.444484571
7/13/2024,1452.01,2.913225794
7/12/2024,498.59,1.000341078
7/11/2024,1639.93,3.290257213
7/10/2024,1875.92,3.763733398
7/9/2024,1785.36,3.582039244
7/8/2024,2111.65,4.236687934
7/7/2024,1623.61,3.257513743
7/6/2024,666.29,1.336804302
7/5/2024,895.13,1.795935155
7/4/2024,1424.44,2.857910999
7/3/2024,1383.18,2.775129409
7/2/2024,1122.03,2.251173709
7/1/2024,1973.76,3.960033707
6/30/2024,1978.34,3.969222744
6/29/2024,2416.11,4.847538221
6/28/2024,2296.02,4.606596846
6/27/2024,2409.13,4.833533967
6/26/2024,1815.55,3.64261065
6/25/2024,2664.23,5.34535131
6/24/2024,2777.64,5.572890333
