Date,Generated,Efficiency
4/5/2024,1261.662,4.992331434
4/4/2024,609.241,2.410735201
4/3/2024,620.511,2.455330009
4/2/2024,680.213,2.691567743
4/1/2024,275.463,1.089992877
3/31/2024,1394.839,5.519305951
3/30/2024,1428.273,5.651602564
3/29/2024,1367.175,5.409840931
3/28/2024,1052.694,4.16545584
3/27/2024,1217.904,4.819183286
3/26/2024,1119.465,4.429665242
3/25/2024,975.137,3.858566793
3/24/2024,644.443,2.550027699
3/23/2024,1333.75,5.27757993
3/22/2024,1484.21,5.872942387
3/21/2024,1487.673,5.886645299
3/20/2024,1356.807,5.36881529
3/19/2024,579.181,2.291789332
3/18/2024,1207.485,4.77795584
3/17/2024,1370.477,5.422906774
3/16/2024,1450.374,5.739055081
3/15/2024,1549.005,6.129332858
3/14/2024,1024.535,4.05403213
3/13/2024,855.35,3.384575815
3/12/2024,464.006,1.8360478
3/11/2024,1233.127,4.879419911
3/10/2024,1124.709,4.45041548
3/9/2024,1446.336,5.723076923
3/8/2024,1555.424,6.15473251
3/7/2024,1485.35,5.877453308
3/6/2024,836.703,3.310790598
3/5/2024,1596.014,6.315345046
3/4/2024,1654.577,6.547075815
3/3/2024,950.304,3.760303894
3/2/2024,1529.307,6.051388889
3/1/2024,1617.257,6.399402501
2/29/2024,1250.759,4.949188826
2/28/2024,711.763,2.816409465
2/27/2024,1665.504,6.59031339
2/26/2024,1329.382,5.26029598
