Date,Generated,Efficiency
4/4/2024,103.479,1.591984615
4/3/2024,88.848,1.366892308
4/2/2024,190.584,2.932061538
4/1/2024,62.691,0.964476923
3/31/2024,149.763,2.304046154
3/30/2024,109.749,1.688446154
3/29/2024,159.306,2.450861538
3/28/2024,111.222,1.711107692
3/27/2024,104.856,1.613169231
3/26/2024,177.894,2.736830769
3/25/2024,214.347,3.297646154
3/24/2024,138.543,2.131430769
3/23/2024,132.789,2.042907692
3/22/2024,180.735,2.780538462
3/21/2024,124.923,1.921892308
3/20/2024,181.863,2.797892308
3/19/2024,126.588,1.947507692
3/18/2024,35.793,0.550661538
3/17/2024,86.127,1.325030769
3/16/2024,129.186,1.987476923
3/15/2024,139.08,2.139692308
3/14/2024,156.036,2.400553846
3/13/2024,40.536,0.623630769
3/12/2024,36.033,0.554353846
3/11/2024,153.696,2.364553846
3/10/2024,49.479,0.761215385
3/9/2024,139.629,2.148138462
3/8/2024,71.31,1.097076923
3/7/2024,34.824,0.535753846
3/6/2024,30.558,0.470123077
3/5/2024,56.16,0.864
3/4/2024,61.596,0.947630769
3/3/2024,77.945,1.199153846
3/2/2024,94.665,1.456384615
3/1/2024,33.804,0.520061538
2/29/2024,90.141,1.386784615
2/28/2024,41.766,0.642553846
2/27/2024,68.538,1.054430769
2/26/2024,59.781,0.919707692
2/25/2024,137.511,2.115553846
